 refmet_name,super_class,main_class,sub_class,formula,exactmass,inchi_key,smiles,pubchem_cid
"Rufloxacin","Alkaloids","Anthranilic acid alkaloids","Acridone alkaloids",C17H18FN3O3S,363.105292,NJCJBUHJQLFDSW-UHFFFAOYSA-N,"CN1CCN(CC1)c1c(cc2c3c1SCCn3cc(c2=O)C(=O)O)F",58258
"Rutacridone","Alkaloids","Anthranilic acid alkaloids","Acridone alkaloids",C19H17NO3,307.120844,FHAGACMCMQYSNX-OAHLLOKOSA-N,"C=C(C)[C@H]1Cc2c(cc(c3c2n(C)c2ccccc2c3=O)O)O1",11623705
"Sparfloxacin","Alkaloids","Anthranilic acid alkaloids","Acridone alkaloids",C19H22F2N4O3,392.165997,DZZWHBIBMUVIIW-DTORHVGOSA-N,"C[C@H]1CN(C[C@@H](C)N1)c1c(c(c2c(c1F)n(cc(c2=O)C(=O)O)C1CC1)N)F",60464
"Xanthurenic acid","Alkaloids","Anthranilic acid alkaloids","Acridone alkaloids",C10H7NO4,205.037509,FBZONXHGGPHHIY-UHFFFAOYSA-N,"c1cc2c(cc(C(=O)O)nc2c(c1)O)O",5699
"7-Acetamidonitrazepam","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C17H15N3O2,293.116427,JHTJXLGLYZQIGI-UHFFFAOYSA-N,"CC(=O)Nc1ccc2c(c1)C(=NCC(=O)N2)c1ccccc1",96190
"7-Aminoclonazepam","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C15H12ClN3O,285.066890,HEFRPWRJTGLSSV-UHFFFAOYSA-N,"c1ccc(c(c1)C1=NCC(=Nc2ccc(cc12)N)O)Cl",188298
"7-Aminonitrazepam","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C15H13N3O,251.105862,OYOUQHVDCKOOAL-UHFFFAOYSA-N,"c1ccc(cc1)C1=NCC(=Nc2ccc(cc12)N)O",78641
"8-Oxodeoxycoformycin","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C11H14N4O4,266.101506,PNAAOYLIDNSLKV-NBEYISGCSA-N,"C1[C@@H]([C@@H](CO)O[C@H]1n1cnc2C(=O)CN=CNc12)O",439866
"Acetamidonitrazepam","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C17H15N3O2,293.116427,,"",
"alpha-Hydroxytriazolam","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C17H12Cl2N4O,358.038817,BHUYWUDMVCLHND-UHFFFAOYSA-N,"c1ccc(c(c1)C1=NCc2nnc(CO)n2c2ccc(cc12)Cl)Cl",1963
"Alprazolam","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C17H13ClN4,308.082874,VREFGVBLTWBCJP-UHFFFAOYSA-N,"Cc1nnc2CN=C(c3ccccc3)c3cc(ccc3n12)Cl",2118
"Aminoclonazepam","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C15H12ClN3O,285.06689,,"",
"Aminonitrazepam","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C15H13N3O,251.105862,,"",
"Clorazepate","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C16H11ClN2O3,314.045821,XDDJGVMJFWAHJX-UHFFFAOYSA-N,"c1ccc(cc1)C1=NC(C(=O)Nc2ccc(cc12)Cl)C(=O)O",2809
"Coformycin","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C11H16N4O5,284.112071,YOOVTUPUBVHMPG-LODYRLCVSA-N,"C1[C@H](c2c(N=CN1)n(cn2)[C@H]1[C@@H]([C@@H]([C@@H](CO)O1)O)O)O",25447
"Devazepide","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C25H20N4O2,408.158626,NFHRQQKPEBFUJK-HSZRJFAPSA-N,"CN1c2ccccc2C(=N[C@@H](C1=O)NC(=O)c1cc2ccccc2[nH]1)c1ccccc1",443375
"Diazepam","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C16H13ClN2O,284.071641,AAOVKJBEBIDNHE-UHFFFAOYSA-N,"CN1c2ccc(cc2C(=NCC1=O)c1ccccc1)Cl",3016
"Estazolam","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C16H11ClN4,294.067224,CDCHDCWJMGXXRH-UHFFFAOYSA-N,"c1ccc(cc1)C1=NCc2nncn2c2ccc(cc12)Cl",3261
"Flumazenil","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C15H14FN3O3,303.101920,OFBIFZUFASYYRE-UHFFFAOYSA-N,"CCOC(=O)c1c2CN(C)C(=O)c3cc(ccc3n2cn1)F",3373
"Lorazepam","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C15H10Cl2N2O2,320.011934,DIWRORZWFLOCLC-UHFFFAOYSA-N,"c1ccc(c(c1)C1=NC(C(=O)Nc2ccc(cc12)Cl)O)Cl",3958
"Midazolam","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C18H13ClFN3,325.078203,DDLIGBOFAVUZHB-UHFFFAOYSA-N,"Cc1ncc2CN=C(c3ccccc3F)c3cc(ccc3n12)Cl",4192
"Nitrazepam","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C15H11N3O3,281.080041,KJONHKAYOJNZEC-UHFFFAOYSA-N,"c1ccc(cc1)C1=NCC(=O)Nc2ccc(cc12)[N+](=O)[O-]",4506
"Nordazepam","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C15H11ClN2O,270.055991,AKPLHCDWDRPJGD-UHFFFAOYSA-N,"c1ccc(cc1)C1=NCC(=O)Nc2ccc(cc12)Cl",2997
"Olanzapine","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C17H20N4S,312.140867,KVWDHTXUZHCGIO-UHFFFAOYSA-N,"Cc1cc2C(=Nc3ccccc3Nc2s1)N1CCN(C)CC1",135398745
"Oxazepam","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C15H11ClN2O2,286.050906,ADIMAYPTOBDMTL-UHFFFAOYSA-N,"c1ccc(cc1)C1=NC(C(=O)Nc2ccc(cc12)Cl)O",4616
"Oxodeoxycoformycin","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C11H14N4O4,266.101506,,"",
"Prazepam","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C19H17ClN2O,324.102941,MWQCHHACWWAQLJ-UHFFFAOYSA-N,"c1ccc(cc1)C1=NCC(=O)N(CC2CC2)c2ccc(cc12)Cl",4890
"Temazepam","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C16H13ClN2O2,300.066556,SEQDDYPDSLOBDC-UHFFFAOYSA-N,"CN1c2ccc(cc2C(=NC(C1=O)O)c1ccccc1)Cl",5391
"Tifluadom","Alkaloids","Anthranilic acid alkaloids","Benzodiazepine alkaloids",C22H20FN3OS,393.131111,NPGABYHTDVGGJK-UHFFFAOYSA-N,"CN1C(CN=C(c2ccccc2F)c2ccccc12)CNC(=O)c1ccsc1",115208
"Clofazimine","Alkaloids","Anthranilic acid alkaloids","Phenazine alkaloids",C27H22Cl2N4,472.122152,WDQPAMHFFCXSNU-UHFFFAOYSA-N,"CC(C)N=c1cc2c(cc1Nc1ccc(cc1)Cl)nc1ccccc1n2c1ccc(cc1)Cl",2794
"Dihydromethanophenazine","Alkaloids","Anthranilic acid alkaloids","Phenazine alkaloids",C37H52N2O,540.407964,LNCNNIYZOUNGMU-QAAQOENVSA-N,"CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CCC(C)CCOc1ccc2c(c1)[nH]c1ccccc1[nH]2)/C)/C)/C)C",5281993
"Methanophenazine","Alkaloids","Anthranilic acid alkaloids","Phenazine alkaloids",C37H50N2O,538.392314,VRHMBACMYZITGD-QAAQOENVSA-N,"CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CCC(C)CCOc1ccc2c(c1)nc1ccccc1n2)/C)/C)/C)C",5281992
"Saphenic acid methyl ester","Alkaloids","Anthranilic acid alkaloids","Phenazine alkaloids",C16H14N2O3,282.100443,CMJFOBNRYRSQGE-UHFFFAOYSA-N,"CC(c1cccc2c1nc1cccc(c1n2)C(=O)OC)O",443634
"4,6-Dihydroxyquinoline","Alkaloids","Anthranilic acid alkaloids","Quinazoline alkaloids",C9H7NO2,161.047679,XFALURCRIGINGT-UHFFFAOYSA-N,"c1cc2c(cc1O)c(ccn2)O",440738
"4-(Hydroxyamino)quinoline N-oxide","Alkaloids","Anthranilic acid alkaloids","Quinazoline alkaloids",C9H8N2O2,176.058578,XGXCMUKDRZHNCO-UHFFFAOYSA-N,"c1ccc2c(c1)c(cc[n+]2[O-])NO",5360001
"6-Methoxyquinoline","Alkaloids","Anthranilic acid alkaloids","Quinazoline alkaloids",C10H9NO,159.068414,HFDLDPJYCIEXJP-UHFFFAOYSA-N,"COc1ccc2c(cccn2)c1",14860
"6-Methylquinoline","Alkaloids","Anthranilic acid alkaloids","Quinazoline alkaloids",C10H9N,143.073499,LUYISICIYVKBTA-UHFFFAOYSA-N,"Cc1ccc2c(cccn2)c1",7059
"Altanserin","Alkaloids","Anthranilic acid alkaloids","Quinazoline alkaloids",C22H22FN3O2S,411.141677,SMYALUSCZJXWHG-UHFFFAOYSA-N,"c1ccc2c(c1)c(=O)n(CCN1CCC(CC1)C(=O)c1ccc(cc1)F)c(=S)[nH]2",3033677
"Aniflorine","Alkaloids","Anthranilic acid alkaloids","Quinazoline alkaloids",C20H21N3O3,351.158292,HSGFCNFPJXZBFJ-HXUWFJFHSA-N,"CN(C)c1ccccc1[C@@]1(CCn2c(=O)c3cccc(c3nc12)OC)O",442881
"Cusparine","Alkaloids","Anthranilic acid alkaloids","Quinazoline alkaloids",C19H17NO3,307.120844,RIXOVHWIYRZQDC-UHFFFAOYSA-N,"COc1cc(CCc2ccc3c(c2)OCO3)nc2ccccc12",442893
"Deoxyvasicinone","Alkaloids","Anthranilic acid alkaloids","Quinazoline alkaloids",C11H10N2O,186.079313,VARHXCYGZKSOOO-UHFFFAOYSA-N,"c1ccc2c(c1)c(=O)n1CCCc1n2",68261
"Dibucaine","Alkaloids","Anthranilic acid alkaloids","Quinazoline alkaloids",C20H29N3O2,343.225977,PUFQVTATUTYEAL-UHFFFAOYSA-N,"CCCCOc1cc(c2ccccc2n1)C(=O)NCCN(CC)CC",3025
"Dictyoquinazol C","Alkaloids","Anthranilic acid alkaloids","Quinazoline alkaloids",C18H18N2O5,342.121572,RFAIUXGESYTSKG-UHFFFAOYSA-N,"COc1ccc(c(c1)CO)N1CN(C=O)c2ccc(cc2C1=O)OC",11099949
"Dubamine","Alkaloids","Anthranilic acid alkaloids","Quinazoline alkaloids",C16H11NO2,249.078979,VQHLFUQPZRTKIV-UHFFFAOYSA-N,"c1ccc2c(c1)ccc(c1ccc3c(c1)OCO3)n2",360322
"Febrifugine","Alkaloids","Anthranilic acid alkaloids","Quinazoline alkaloids",C16H19N3O3,301.142642,FWVHWDSCPKXMDB-LSDHHAIUSA-N,"c1ccc2c(c1)c(=O)n(CC(=O)C[C@H]1[C@@H](CCCN1)O)cn2",63224
"Hydroxyaminoquinoline N-oxide","Alkaloids","Anthranilic acid alkaloids","Quinazoline alkaloids",C9H8N2O2,176.058578,,"",
"Ketanserin","Alkaloids","Anthranilic acid alkaloids","Quinazoline alkaloids",C22H22FN3O3,395.164520,FPCCSQOGAWCVBH-UHFFFAOYSA-N,"c1ccc2c(c1)c(=O)n(CCN1CCC(CC1)C(=O)c1ccc(cc1)F)c(=O)[nH]2",3822
"Mefloquine","Alkaloids","Anthranilic acid alkaloids","Quinazoline alkaloids",C17H16F6N2O,378.116681,XEEQGYMUWCZPDN-SWLSCSKDSA-N,"C1CCN[C@@H](C1)[C@@H](c1cc(C(F)(F)F)nc2c1cccc2C(F)(F)F)O",456309
"Methoxyquinoline","Alkaloids","Anthranilic acid alkaloids","Quinazoline alkaloids",C10H9NO,159.068414,,"",
"Methylquinoline","Alkaloids","Anthranilic acid alkaloids","Quinazoline alkaloids",C10H9N,143.073499,,"",
"Quinaldine","Alkaloids","Anthranilic acid alkaloids","Quinazoline alkaloids",C10H9N,143.073499,SMUQFGGVLNAIOZ-UHFFFAOYSA-N,"Cc1ccc2ccccc2n1",7060
"Quinoline","Alkaloids","Anthranilic acid alkaloids","Quinazoline alkaloids",C9H7N,129.057849,SMWDFEZZVXVKRB-UHFFFAOYSA-N,"c1ccc2c(c1)cccn2",7047
"2-Heptyl-4-quinolone","Alkaloids","Anthranilic acid alkaloids","Quinoline alkaloids",C16H21NO,243.162314,UYRHHBXYXSYGHA-UHFFFAOYSA-N,"CCCCCCCc1cc(=O)c2ccccc2[nH]1",164974
"Heptylquinolone","Alkaloids","Anthranilic acid alkaloids","Quinoline alkaloids",C16H21NO,243.162314,,"",
"Heteratisine","Alkaloids","Anthranilic acid alkaloids","Quinoline alkaloids",C22H33NO5,391.235873,YPSAOPXJHSESSR-BRFWGKJWSA-N,"CCN1C[C@]2(C)CC[C@@H]([C@@]34[C@@H]5C[C@@H]6CC[C@@](C5C(=O)O6)([C@@H]([C@H](C23)O)C14)O)OC",118701059
"Lucidine B","Alkaloids","Anthranilic acid alkaloids","Quinoline alkaloids",C30H49N3O,467.387562,ZGALAVFQYJOLRQ-XLMCSZFMSA-N,"C[C@@H]1C[C@H]2CC3=N[C@@H](CC[C@@H]3[C@@H]3C[C@H]2[C@H](C1)N(C)C3)C[C@H]1C[C@H](C)C[C@@H]2[C@H]1CCCN2C(=O)C",156059
"Luciduline","Alkaloids","Anthranilic acid alkaloids","Quinoline alkaloids",C13H21NO,207.162314,PISGDLOMGNKHKP-ROHXPCBUSA-N,"C[C@@H]1C[C@H]2CC(=O)[C@@H]3C[C@H]2[C@H](C1)N(C)C3",442480
"Melochinone","Alkaloids","Anthranilic acid alkaloids","Quinoline alkaloids",C22H21NO2,331.157229,DNBWHNVLJOVDJI-UHFFFAOYSA-N,"Cc1c(c(=O)c2c3CCCC=C(c4ccccc4)c3ccc2[nH]1)OC",442927
"Oxolucidine B","Alkaloids","Anthranilic acid alkaloids","Quinoline alkaloids",C30H49N3O2,483.382477,QRIZONDFXOOWTA-MREYPERPSA-N,"C[C@@H]1C[C@H]2CC3=N[C@@H](CC[C@@]3([C@@H]3C[C@H]2[C@H](C1)N(C)C3)O)C[C@H]1C[C@H](C)C[C@@H]2[C@H]1CCCN2C(=O)C",442493
"Phlegmarine","Alkaloids","Anthranilic acid alkaloids","Quinoline alkaloids",C16H30N2,250.240899,HLJWSLBSLJLQBA-RAYWJXSESA-N,"C[C@@H]1C[C@@H](C[C@@H]2CCCCN2)C2CCCN[C@@H]2C1",118701393
"Quinoline-4,8-diol","Alkaloids","Anthranilic acid alkaloids","Quinoline alkaloids",C9H7NO2,161.047679,PYELIMVFIITPER-UHFFFAOYSA-N,"c1cc2c(ccnc2c(c1)O)O",440737
"1-Carboxymethylmetronidazole","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C6H7N3O4,185.043657,RVEGZXNRNWUYKI-UHFFFAOYSA-N,"Cc1ncc(n1CC(=O)O)[N+](=O)[O-]",115249
"1-Methyl-5-imidazoleacetic acid","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C6H8N2O2,140.058578,UJCGYTCAMOHYCG-UHFFFAOYSA-N,"Cn1cncc1CC(=O)O",6451814
"1-Methylhistamine","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C6H11N3,125.095297,FHQDWPCFSJMNCT-UHFFFAOYSA-N,"Cn1cc(CCN)nc1",3614
"3-Imidazol-1-yl-2-oxopropanoic acid","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C6H6N2O3,154.037843,TZKAUGKXAWURCX-UHFFFAOYSA-N,"c1cn(CC(=O)C(=O)O)cn1",440112
"4-Imidazolone-5-propionic acid","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C6H8N2O3,156.053493,HEXMLHKQVUFYME-UHFFFAOYSA-N,"C(CC(=O)O)C1C(=O)NC=N1",25243959
"4-Methylburimamide","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C10H18N4S,226.125218,UKUMBWIAJWVEDN-UHFFFAOYSA-N,"Cc1c(CCCCNC(=S)NC)nc[nH]1",3084972
"4-Methylimidazole","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C4H6N2,82.053098,XLSZMDLNRCVEIJ-UHFFFAOYSA-N,"Cc1c[nH]cn1",13195
"5-Aminoimidazole","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C3H5N3,83.048347,QRZMXADUXZADTF-UHFFFAOYSA-N,"c1c(N)nc[nH]1",484
"5-Aminoimidazole-4-carboxamide","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C4H6N4O,126.054161,DVNYTAVYBRSTGK-UHFFFAOYSA-N,"c1nc(c(N)[nH]1)C(=O)N",9679
"Aminoimidazole","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C3H5N3,83.048347,,"",
"Aminoimidazolecarboxamide","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C4H6N4O,126.054161,,"",
"Anantine","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C15H15N3O,253.121512,UKNFHVAQMUDAFF-BWODNOAJSA-N,"Cn1cc([C@@H]2CNC(=O)/C/2=C/c2ccccc2)nc1",6443204
"Carboxymethylmetronidazole","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C6H7N3O4,185.043657,,"",
"Cimetidine","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C10H16N6S,252.115716,AQIXAKUUQRKLND-UHFFFAOYSA-N,"Cc1c(CSCCN/C(=N\C#N)/NC)nc[nH]1",2756
"Etomidate","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C14H16N2O2,244.121178,NPUKDXXFDDZOKR-LLVKDONJSA-N,"CCOC(=O)c1cncn1[C@H](C)c1ccccc1",667484
"Histamine","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C5H9N3,111.079647,NTYJJOPFIAHURM-UHFFFAOYSA-N,"C(CN)c1c[nH]cn1",774
"Imetit","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C6H10N4S,170.062617,PEHSVUKQDJULKE-UHFFFAOYSA-N,"C(CSC(=N)N)c1c[nH]cn1",3692
"Imidazole","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C3H4N2,68.037448,RAXXELZNTBOGNW-UHFFFAOYSA-N,"c1cnc[nH]1",795
"Imidazole-4-acetaldehyde","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C5H6N2O,110.048013,MQSRGWNVEZRLDK-UHFFFAOYSA-N,"C(C=O)c1c[nH]cn1",150841
"Imidazole-4-methanol","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C4H6N2O,98.048013,QDYTUZCWBJRHKK-UHFFFAOYSA-N,"c1c(CO)nc[nH]1",1745
"Imidazoleacetic acid","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C5H6N2O2,126.042928,PRJKNHOMHKJCEJ-UHFFFAOYSA-N,"C(c1c[nH]cn1)C(=O)O",96215
"Imidazolelactic acid","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C6H8N2O3,156.053493,JTYMXXCJQKGGFG-UHFFFAOYSA-N,"c1cn(CC(C(=O)O)O)cn1",459122
"Imidazole propanoate","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C6H7N2O2,139.050753,VSFNAZLYGOOSEY-UHFFFAOYSA-M,"C(Cn1ccnc1)C(=O)[O-]",6984337
"Imidazolepropionic acid","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C6H8N2O2,140.058578,ZCKYOWGFRHAZIQ-UHFFFAOYSA-N,"C(CC(=O)O)c1c[nH]cn1",70630
"Imidazolonepropionic acid","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C6H8N2O3,156.053493,,"",
"Imidazolyloxopropanoic acid","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C6H6N2O3,154.037843,,"",
"Imiquimod","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C14H16N4,240.137497,DOUYETYNHWVLEO-UHFFFAOYSA-N,"CC(C)Cn1cnc2c1c1ccccc1nc2N",57469
"Levamisole","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C11H12N2S,204.072120,HLFSDGLLUJUHTE-SNVBAGLBSA-N,"c1ccc(cc1)[C@H]1CN2CCSC2=N1",26879
"Methylburimamide","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C10H18N4S,226.125218,,"",
"Methylhistamine","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C6H11N3,125.095297,,"",
"Methylimidazole","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C4H6N2,82.053098,,"",
"Methylimidazole acetaldehyde","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C6H8N2O,124.063663,GCQHUBANENYTLB-UHFFFAOYSA-N,"Cn1cc(CC=O)nc1",193545
"Methylimidazoleacetic acid","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C6H8N2O2,140.058578,ZHCKPJGJQOPTLB-UHFFFAOYSA-N,"Cn1cc(CC(=O)O)nc1",75810
"Metiamide","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C9H16N4S2,244.081639,FPBPLBWLMYGIQR-UHFFFAOYSA-N,"Cc1c(CSCCNC(=S)NC)nc[nH]1",1548992
"Metronidazole","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C6H9N3O3,171.064392,VAOCPAMSLUNLGC-UHFFFAOYSA-N,"Cc1ncc(n1CCO)[N+](=O)[O-]",4173
"Metronidazole-OH","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C6H9N3O4,187.059307,AEHPOYAOLCAMIU-UHFFFAOYSA-N,"C(CO)n1c(CO)ncc1[N+](=O)[O-]",121858
"N-Acetylimidazole","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C5H6N2O,110.048013,VIHYIVKEECZGOU-UHFFFAOYSA-N,"CC(=O)n1ccnc1",17174
"N-Propanoylimidazole","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C6H8N2O,124.063663,GDBUORNHWAZSNU-UHFFFAOYSA-N,"CCC(=O)n1ccnc1",77770
"Renilla luciferin","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C26H21N3O2,407.163377,KAEGGIFPLJZUOZ-UHFFFAOYSA-N,"c1ccc(cc1)Cc1c2nc(Cc3ccccc3)c(=O)n2cc(c2ccc(cc2)O)[nH]1",135398664
"Sulmazole","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C14H13N3O2S,287.072849,XMFCOYRWYYXZMY-UHFFFAOYSA-N,"COc1cc(ccc1c1[nH]c2cccnc2n1)S(=O)C",5353
"Thiourocanic acid","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C6H6N2O2S,170.014998,ZBKFFCZXHBPGFK-OWOJBTEDSA-N,"C(=C\C(=O)O)/c1c[nH]c(=S)[nH]1",5280799
"Urocanic acid","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C6H6N2O2,138.042928,LOIYMIARKYCTBW-OWOJBTEDSA-N,"C(=C\C(=O)O)/c1c[nH]cn1",736715
"Zolpidem","Alkaloids","Histidine alkaloids","Imidazole alkaloids",C19H21N3O,307.168462,ZAFYATHCZYHLPB-UHFFFAOYSA-N,"Cc1ccc(cc1)c1c(CC(=O)N(C)C)n2cc(C)ccc2n1",5732
"Anapheline","Alkaloids","Lysine alkaloids","Piperidine alkaloids",C13H24N2O,224.188863,JFMCQBGTUJUOAB-RYUDHWBXSA-N,"C1CCN[C@@H](C1)CC(=O)C[C@@H]1CCCCN1",440934
"Calystegin B2","Alkaloids","Lysine alkaloids","Piperidine alkaloids",C7H13NO4,175.084459,FXFBVZOJVHCEDO-NMACYSKISA-N,"C1CC2([C@@H]([C@@H]([C@H](C1N2)O)O)O)O",443000
"Cryptophorine","Alkaloids","Lysine alkaloids","Piperidine alkaloids",C17H27NO,261.209264,UIYRNLNPZZABGX-JSWQWYJJSA-N,"CC/C=C/C=C/C=C/C=C/[C@@H]1CC[C@@H]([C@H](C)N1C)O",5281684
"Deoxymannojirimycin","Alkaloids","Lysine alkaloids","Piperidine alkaloids",C6H13NO4,163.084458,LXBIFEVIBLOUGU-KVTDHHQDSA-N,"C1[C@H]([C@H]([C@@H]([C@@H](CO)N1)O)O)O",72258
"Fagomine","Alkaloids","Lysine alkaloids","Piperidine alkaloids",C6H13NO3,147.089544,YZNNBIPIQWYLDM-HSUXUTPPSA-N,"C1CN[C@H](CO)[C@H]([C@@H]1O)O",72259
"Miglitol","Alkaloids","Lysine alkaloids","Piperidine alkaloids",C8H17NO5,207.110674,IBAQFPQHRJAVAV-ULAWRXDQSA-N,"C(CO)N1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O",441314
"N-Methyl-1-deoxynojirimycin","Alkaloids","Lysine alkaloids","Piperidine alkaloids",C7H15NO4,177.100108,AAKDPDFZMNYDLR-UHFFFAOYSA-N,"CN1CC(C(C(C1CO)O)O)O",4381
"Pinidine","Alkaloids","Lysine alkaloids","Piperidine alkaloids",C9H17N,139.136099,CXQRNYIKPJXYLU-ZHBVTVBMSA-N,"C/C=C/[C@H]1CCC[C@@H](C)N1",5281689
"Piperidine","Alkaloids","Lysine alkaloids","Piperidine alkaloids",C5H11N,85.089149,NQRYJNQNLNOLGT-UHFFFAOYSA-N,"C1CCNCC1",8082
"Piperine","Alkaloids","Lysine alkaloids","Piperidine alkaloids",C17H19NO3,285.136494,MXXWOMGUGJBKIW-YPCIICBESA-N,"C1CCN(CC1)C(=O)/C=C/C=C/c1ccc2c(c1)OCO2",638024
"Tecostanine","Alkaloids","Lysine alkaloids","Piperidine alkaloids",C11H21NO,183.162314,CRVXJVHSLVEDRI-UHFFFAOYSA-N,"CC1CCC2C(CN(C)CC12)CO",120773
"Deoxynupharidine","Alkaloids","Lysine alkaloids","Quinolizidine alkaloids",C15H23NO,233.177964,VACYOTYBTLYIEB-KNUOEEMSSA-N,"C[C@H]1CCC2[C@H](C)CC[C@@H](c3ccoc3)N2C1",118701399
"Leontiformine","Alkaloids","Lysine alkaloids","Quinolizidine alkaloids",C15H26N2O,250.204513,LUGPGVVCVOWJLT-UHFFFAOYSA-N,"C1CCN2CC(CCC2C1)C1CCCCN1C=O",4486398
"Lupinine","Alkaloids","Lysine alkaloids","Quinolizidine alkaloids",C10H19NO,169.146664,HDVAWXXJVMJBAR-VHSXEESVSA-N,"C1CCN2CCC[C@@H](CO)[C@H]2C1",91461
"Thiobinupharidine","Alkaloids","Lysine alkaloids","Quinolizidine alkaloids",C30H42N2O2S,494.296700,WBMOHCBEBDKSBI-UFWUZFHRSA-N,"C[C@@H]1CC[C@@H](c2ccoc2)N2C[C@]3(CCC12)C[C@]1(CCC2[C@H](C)CC[C@@H](c4ccoc4)N2C1)SC3",118701404
"1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide","Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids",C11H16N2O5,256.105922,MAKBMGXNXXXBFE-TURQNECASA-N,"C1=CN(C=C(C1)C(=O)N)[C@H]1[C@@H]([C@@H]([C@@H](CO)O1)O)O",11507134
"1-Methyl nicotinamide","Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids",C7H9N2O,137.071488,LDHMAVIPBRSVRG-UHFFFAOYSA-O,"C[n+]1cccc(c1)C(=O)N",457
"2,3-Dihydroxypyridine","Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids",C5H5NO2,111.032029,GGOZGYRTNQBSSA-UHFFFAOYSA-N,"c1cc(c(=O)[nH]c1)O",28115
