feature_name,organism,gene_symbol,is_current
D3YTP6,mus musculus,Chaf1b,1
D3YTP8,mus musculus,Lsm4,1
D3YTQ3,mus musculus,Hnrnpdl,1
D3YTQ7,mus musculus,Lctl,1
D3YTQ8,mus musculus,Ndufa5,1
D3YTQ9,mus musculus,Rps15,1
D3YTR6,mus musculus,Spns1,1
D3YTR7,mus musculus,Cap2,1
D3YTS1,mus musculus,Sec11a,1
D3YTT0,mus musculus,Bpifc,1
D3YTT5,mus musculus,Efna1,1
D3YTT9,mus musculus,Zzz3,1
D3YTU0,mus musculus,Vamp1,1
D3YTU3,mus musculus,Riox2,1
D3YTV2,mus musculus,Fzr1,1
D3YTV3,mus musculus,Dhx34,1
D3YTW8,mus musculus,Vmn1r258,1
D3YTW9,mus musculus,Wnt5b,1
D3YTX0,mus musculus,Cyp2r1,1
D3YTX1,mus musculus,Npnt,1
D3YTX4,mus musculus,Vmn1r124,1
D3YTX5,mus musculus,Vmn1r259,1
D3YTY1,mus musculus,Vmn1r107,1
D3YTY2,mus musculus,Vmn1r138,1
D3YTY9,mus musculus,Kng1,1
D3YTZ7,mus musculus,Josd2,1
D3YTZ9,mus musculus,Ric3,1
D3YU02,mus musculus,Prkd3,1
D3YU09,mus musculus,Gda,1
D3YU11,mus musculus,Celf6,1
D3YU12,mus musculus,Nmral1,1
D3YU17,mus musculus,Ncln,1
D3YU18,mus musculus,Asb10,1
D3YU32,mus musculus,Tex13c1,1
D3YU40,mus musculus,Igfbp2,1
D3YU50,mus musculus,Mybpc1,1
D3YU53,mus musculus,Tmem145,1
D3YU55,mus musculus,Tas2r122,1
D3YU56,mus musculus,Lemd3,1
D3YU75,mus musculus,Tpt1,1
D3YU80,mus musculus,Cirbp,1
D3YU81,mus musculus,Rfx8,1
D3YU82,mus musculus,Atp13a5,1
D3YUB9,mus musculus,Pabpn1,1
D3YUC9,mus musculus,Msrb3,1
D3YUE3,mus musculus,Kdm2b,1
D3YUE4,mus musculus,Fam151b,1
D3YUE8,mus musculus,Bpgm,1
D3YUF3,mus musculus,Mcf2l,1
D3YUG3,mus musculus,Rps19,1
D3YUG5,mus musculus,Mrtfa,1
D3YUG6,mus musculus,Coro1b,1
D3YUG9,mus musculus,Cryz,1
D3YUH8,mus musculus,Arhgap20,1
D3YUH9,mus musculus,Map4k2,1
D3YUI0,mus musculus,Vmn2r24,1
D3YUI2,mus musculus,Mrtfa,1
D3YUJ1,mus musculus,Rnf181,1
D3YUJ6,mus musculus,Pramel56,1
D3YUK0,mus musculus,Pramel47,1
D3YUK4,mus musculus,Ndufb10,1
D3YUK6,mus musculus,Vmn2r27,1
D3YUK8,mus musculus,Pttg1ip2,1
D3YUM6,mus musculus,Steap2,1
D3YUP5,mus musculus,Exoc3l2,1
D3YUP6,mus musculus,Ugt2b36,1
D3YUP9,mus musculus,Adam22,1
D3YUQ5,mus musculus,Rundc3b,1
D3YUR4,mus musculus,Hs3st1,1
D3YUR7,mus musculus,Loxhd1,1
D3YUS4,mus musculus,Rab13,1
D3YUT3,mus musculus,Rps19,1
D3YUU4,mus musculus,Cln3,1
D3YUU6,mus musculus,Crnn,1
D3YUV1,mus musculus,Nrbp1,1
D3YUV9,mus musculus,Eif4e2,1
D3YUW7,mus musculus,Cgn,1
D3YUW8,mus musculus,Pogz,1
D3YUX1,mus musculus,Pogz,1
D3YUX4,mus musculus,Pgap2,1
D3YUX6,mus musculus,Ugt2a2,1
D3YUY0,mus musculus,Chst12,1
D3YUZ5,mus musculus,Cdc42se1,1
D3YUZ8,mus musculus,Dlg2,1
D3YV12,mus musculus,Prodh2,1
D3YV13,mus musculus,Dtx3,1
D3YV21,mus musculus,Nars2,1
D3YV36,mus musculus,Acsm1,1
D3YV41,mus musculus,Atp13a5,1
D3YV43,mus musculus,Rps3,1
D3YV51,mus musculus,Sgk1,1
D3YV64,mus musculus,Ecm1,1
D3YV67,mus musculus,Tmem165,1
D3YV69,mus musculus,Rab6a,1
D3YV77,mus musculus,Mvk,1
D3YV89,mus musculus,Mmp27,1
D3YV98,mus musculus,Aldoa,1
D3YVB1,mus musculus,Vezt,1
D3YVC1,mus musculus,Rps2,1
D3YVC6,mus musculus,Hmgb1,1
D3YVC9,mus musculus,Slc25a16,1
D3YVD2,mus musculus,Cep44,1
D3YVE8,mus musculus,Slc35g2,1
D3YVF4,mus musculus,Rps14,1
D3YVG0,mus musculus,Slc4a5,1
D3YVG1,mus musculus,Septin1,1
D3YVH4,mus musculus,Sf1,1
D3YVH5,mus musculus,Tyw3,1
D3YVJ5,mus musculus,Usp46,1
D3YVK4,mus musculus,Gm45799,1
D3YVK5,mus musculus,Gm45799,1
D3YVM2,mus musculus,Tmem59,1
D3YVM4,mus musculus,Pigr,1
D3YVM8,mus musculus,Bloc1s1,1
D3YVM9,mus musculus,Scube2,1
D3YVN5,mus musculus,Scube2,1
D3YVP0,mus musculus,Prss30,1
D3YVP5,mus musculus,Gstm7,1
D3YVP9,mus musculus,Gstm6,1
D3YVR1,mus musculus,Fmo2,1
D3YVR4,mus musculus,Mesd,1
D3YVR7,mus musculus,Ldhc,1
D3YVS7,mus musculus,Cystm1,1
D3YVU0,mus musculus,Usp46,1
D3YVU3,mus musculus,Cep164,1
D3YVU9,mus musculus,Hmgcll1,1
D3YVV1,mus musculus,Cdc50a,1
D3YVV4,mus musculus,Fuca2,1
D3YVV9,mus musculus,Synpo2,1
D3YVW0,mus musculus,Mtx1,1
D3YVW5,mus musculus,Atp6v1c2,1
D3YVY7,mus musculus,Hyal3,1
D3YVZ5,mus musculus,Ttll5,1
D3YW00,mus musculus,Tspan12,1
D3YW03,mus musculus,Esrrb,1
D3YW19,mus musculus,Vps35l,1
D3YW23,mus musculus,Cxcl10,1
D3YW29,mus musculus,Rexo5,1
D3YW33,mus musculus,Rab3d,1
D3YW46,mus musculus,Slc5a11,1
D3YW49,mus musculus,Tenm3,1
D3YW54,mus musculus,Mtfr1l,1
D3YW60,mus musculus,Ruvbl1,1
D3YW62,mus musculus,Snx10,1
D3YW86,mus musculus,Tsc22d1,1
D3YW95,mus musculus,Itgal,1
D3YW96,mus musculus,Spsb3,1
D3YW97,mus musculus,Ufm1,1
D3YWA2,mus musculus,Ipmk,1
D3YWA4,mus musculus,Pcnp,1
D3YWA9,mus musculus,Spns1,1
D3YWB0,mus musculus,Cdk4,1
D3YWB2,mus musculus,Vkorc1,1
D3YWB3,mus musculus,Tmc4,1
D3YWB6,mus musculus,Fkbp14,1
D3YWB7,mus musculus,Gm4297,1
D3YWB9,mus musculus,Cntnap4,1
D3YWC2,mus musculus,Arl6ip4,1
D3YWC7,mus musculus,Fam47e,1
D3YWD1,mus musculus,Col6a3,1
D3YWD3,mus musculus,Tmem245,1
D3YWD4,mus musculus,Fgf3,1
D3YWE3,mus musculus,Vmn2r84,1
D3YWG2,mus musculus,Chid1,1
D3YWG3,mus musculus,Rnaseh2a,1
D3YWH3,mus musculus,Atp6v1a,1
D3YWH4,mus musculus,Tm9sf1,1
D3YWH9,mus musculus,Rps9,1
D3YWI1,mus musculus,Aldoa,1
D3YWJ1,mus musculus,Ccl25,1
D3YWJ3,mus musculus,Rps2,1
D3YWJ5,mus musculus,Tnfaip8,1
D3YWJ9,mus musculus,Radil,1
D3YWK1,mus musculus,Wipi2,1
D3YWK6,mus musculus,Tpmt,1
D3YWL1,mus musculus,Rab3d,1
D3YWL4,mus musculus,Prxl2a,1
D3YWL9,mus musculus,Relt,1
D3YWM9,mus musculus,Synj2,1
D3YWN0,mus musculus,Ugt2b36,1
D3YWN5,mus musculus,Lrrc49,1
D3YWR0,mus musculus,Gramd1b,1
D3YWR1,mus musculus,Gnpda2,1
D3YWR7,mus musculus,Qdpr,1
D3YWS1,mus musculus,Rab15,1
D3YWS3,mus musculus,Pfn2,1
D3YWS7,mus musculus,Fuom,1
D3YWT0,mus musculus,Sec11a,1
D3YWT4,mus musculus,Med28,1
D3YWU1,mus musculus,Trafd1,1
D3YWU4,mus musculus,Spns1,1
D3YWU8,mus musculus,Pus1,1
D3YWV2,mus musculus,Cystm1,1
D3YWV3,mus musculus,Def8,1
D3YWV5,mus musculus,Sema4a,1
D3YWX2,mus musculus,Ylpm1,1
D3YWX3,mus musculus,Pate13,1
D3YWY5,mus musculus,Aamdc,1
D3YWY6,mus musculus,Mpc1,1
D3YWZ5,mus musculus,Slc6a13,1
D3YX00,mus musculus,Rgs8,1
D3YX03,mus musculus,Defa42,1
D3YX27,mus musculus,Htra2,1
D3YX36,mus musculus,Slc4a5,1
D3YX49,mus musculus,Zfp384,1
D3YX52,mus musculus,Tm6sf1,1
D3YX59,mus musculus,Nnmt,1
D3YX61,mus musculus,Rhoj,1
D3YX62,mus musculus,Hmox2,1
D3YX64,mus musculus,Skor1,1
D3YX76,mus musculus,Gstm2,1
D3YX85,mus musculus,Asap2,1
D3YX99,mus musculus,Ndufb5,1
D3YXA6,mus musculus,Trim46,1
D3YXA7,mus musculus,Slc50a1,1
D3YXA8,mus musculus,Slco3a1,1
D3YXB1,mus musculus,Acsm2,1
D3YXB7,mus musculus,Spg7,1
D3YXC2,mus musculus,Mtch1,1
D3YXD1,mus musculus,Ube2e2,1
D3YXD9,mus musculus,Rassf7,1
D3YXE4,mus musculus,Ocm,1
D3YXE6,mus musculus,Marchf11,1
D3YXF2,mus musculus,4833439L19Rik,1
D3YXG6,mus musculus,Arpc2,1
D3YXH8,mus musculus,Itgb2l,1
D3YXJ5,mus musculus,Lratd2,1
D3YXJ9,mus musculus,Cldn24,1
D3YXK0,mus musculus,Jakmip2,1
D3YXL0,mus musculus,Ccdc170,1
D3YXL5,mus musculus,Primpol,1
D3YXM0,mus musculus,Sirpb1c,1
D3YXM1,mus musculus,Stk16,1
D3YXM9,mus musculus,Rassf7,1
D3YXN0,mus musculus,Ap1s1,1
D3YXN8,mus musculus,Apoc3,1
D3YXP1,mus musculus,Cks1b,1
D3YXP2,mus musculus,Klrc2,1
D3YXP5,mus musculus,Tnni3,1
D3YXP6,mus musculus,Pmvk,1
D3YXQ7,mus musculus,Zfp326,1
D3YXR3,mus musculus,Cep44,1
D3YXR8,mus musculus,Rimbp2,1
D3YXT0,mus musculus,Ndufs2,1
D3YXU7,mus musculus,Myo10,1
D3YXU8,mus musculus,Hyal1,1
D3YXV3,mus musculus,Dph3,1
D3YXV4,mus musculus,Snrk,1
D3YXV5,mus musculus,Crem,1
D3YXW4,mus musculus,Myo10,1
D3YXX1,mus musculus,Zmynd11,1
D3YXY5,mus musculus,Dda1,1
D3YXZ5,mus musculus,Rbm47,1
D3YY07,mus musculus,Zdhhc13,1
D3YY09,mus musculus,Drap1,1
D3YY16,mus musculus,Gmfg,1
D3YY20,mus musculus,Mamdc4,1
D3YY21,mus musculus,Nuggc,1
D3YY23,mus musculus,Lonrf1,1
D3YY32,mus musculus,B3gat2,1
D3YY36,mus musculus,Inhca,1
D3YY42,mus musculus,Yif1b,1
D3YY49,mus musculus,Lipo2,1
D3YY50,mus musculus,Cutc,1
D3YY63,mus musculus,Pisd,1
D3YY67,mus musculus,Repin1,1
D3YY68,mus musculus,Eef1d,1
D3YY75,mus musculus,Vangl2,1
D3YY85,mus musculus,Zmynd11,1
D3YY86,mus musculus,Zmynd11,1
D3YY88,mus musculus,Treml4,1
D3YY89,mus musculus,Sirt6,1
D3YYA0,mus musculus,Ash2l,1
D3YYA5,mus musculus,Usp5,1
D3YYB0,mus musculus,Rps27l,1
D3YYB1,mus musculus,Septin2,1
D3YYD1,mus musculus,Prdm10,1
D3YYD5,mus musculus,Vps29,1
D3YYD6,mus musculus,Aqp9,1
D3YYE1,mus musculus,Anp32a,1
D3YYE3,mus musculus,Pgap2,1
D3YYE5,mus musculus,Rgs8,1
D3YYF2,mus musculus,Pbrm1,1
D3YYG8,mus musculus,Prxl2a,1
D3YYG9,mus musculus,Dctn1,1
D3YYH0,mus musculus,Pex5l,1
D3YYH3,mus musculus,Bpgm,1
D3YYH9,mus musculus,Acte1,1
D3YYI3,mus musculus,Polr2i,1
D3YYJ7,mus musculus,Mptx2,1
D3YYK2,mus musculus,Defb30,1
D3YYK7,mus musculus,Bud23,1
D3YYK8,mus musculus,Mapre2,1
D3YYM6,mus musculus,Rps5,1
D3YYN5,mus musculus,Treml4,1
D3YYN6,mus musculus,Pld5,1
D3YYQ5,mus musculus,Amy1,1
D3YYQ8,mus musculus,Dnah10,1
D3YYS2,mus musculus,Polr3c,1
D3YYS7,mus musculus,Rnmt,1
D3YYS9,mus musculus,Asic4,1
D3YYU6,mus musculus,Tssc4,1
D3YYV8,mus musculus,Rpl5,1
D3YYW1,mus musculus,Tm9sf1,1
D3YYW5,mus musculus,Crybb3,1
D3YYW8,mus musculus,Rbm42,1
D3YYX5,mus musculus,Rab15,1
D3YYY8,mus musculus,Arhgef26,1
D3YYZ8,mus musculus,Otud7b,1
D3YZ00,mus musculus,Nfix,1
D3YZ05,mus musculus,Eif2b1,1
D3YZ09,mus musculus,Gar1,1
D3YZ18,mus musculus,Hmgb1,1
D3YZ27,mus musculus,Rab36,1
D3YZ32,mus musculus,Fis1,1
D3YZ35,mus musculus,Nefm,1
D3YZ54,mus musculus,Hacl1,1
D3YZ57,mus musculus,Fyn,1
D3YZ61,mus musculus,C1qtnf3,1
D3YZ71,mus musculus,Ap1m1,1
D3YZ72,mus musculus,Cplx1,1
D3YZ89,mus musculus,Mtfr1,1
D3YZ92,mus musculus,Pgc,1
D3YZ94,mus musculus,Otx2,1
D3YZ96,mus musculus,Ugt1a7c,1
D3YZ98,mus musculus,Pik3c3,1
D3YZB5,mus musculus,Synj2,1
D3YZC1,mus musculus,Pccb,1
D3YZC9,mus musculus,Sf1,1
D3YZD0,mus musculus,Sf1,1
D3YZD8,mus musculus,Aamdc,1
D3YZE4,mus musculus,Ldhc,1
D3YZE6,mus musculus,Ugt1a6a,1
D3YZF6,mus musculus,Spata31f1a,1
D3YZG3,mus musculus,Vmn1r240,1
D3YZN5,mus musculus,Stt3a,1
D3YZP6,mus musculus,Atg4b,1
D3YZQ9,mus musculus,Ldha,1
D3YZR1,mus musculus,Tssc4,1
D3YZR3,mus musculus,Nrg2,1
D3YZT0,mus musculus,Rpl9,1
D3YZU3,mus musculus,Tmprss11g,1
D3YZV3,mus musculus,Gsta2,1
D3YZW1,mus musculus,Srgap1,1
D3YZX0,mus musculus,Atp6v1c2,1
D3Z011,mus musculus,Crem,1
D3Z030,mus musculus,Carmil1,1
D3Z038,mus musculus,Ecm1,1
D3Z055,mus musculus,Pabpn1,1
D3Z061,mus musculus,Uba6,1
D3Z067,mus musculus,Arl6,1
D3Z071,mus musculus,Slc50a1,1
D3Z079,mus musculus,Stxbp5,1
D3Z080,mus musculus,Sorbs2,1
D3Z083,mus musculus,Zfp646,1
D3Z090,mus musculus,Csf1,1
D3Z0A8,mus musculus,Prxl2a,1
D3Z0D4,mus musculus,Rfx5,1
D3Z0D6,mus musculus,Ap1s1,1
D3Z0F3,mus musculus,Tfam,1
D3Z0F5,mus musculus,Cops6,1
D3Z0F7,mus musculus,Dedd,1
D3Z0G0,mus musculus,Nif3l1,1
D3Z0G5,mus musculus,Rgs12,1
D3Z0G6,mus musculus,Rgs12,1
D3Z0G7,mus musculus,Rgs12,1
D3Z0G8,mus musculus,Mpp4,1
D3Z0H7,mus musculus,Txnrd3,1
D3Z0H8,mus musculus,Tmem59,1
D3Z0I1,mus musculus,Dedd,1
D3Z0I5,mus musculus,Trim59,1
D3Z0J2,mus musculus,Cav1,1
D3Z0J6,mus musculus,Mcm7,1
D3Z0K2,mus musculus,Nadsyn1,1
D3Z0K8,mus musculus,Txnrd2,1
D3Z0K9,mus musculus,Iscu,1
D3Z0M6,mus musculus,Dync1i1,1
D3Z0N5,mus musculus,Cfap126,1
D3Z0Q5,mus musculus,Tgif1,1
D3Z0Q9,mus musculus,Slc9a6,1
D3Z0R0,mus musculus,Crem,1
D3Z0R2,mus musculus,Ppp1r36,1
D3Z0R4,mus musculus,Tulp2,1
D3Z0S1,mus musculus,Anxa4,1
D3Z0S2,mus musculus,Tspan32,1
D3Z0S6,mus musculus,Snrpa,1
D3Z0T0,mus musculus,Taf6,1
D3Z0U4,mus musculus,Chrac1,1
D3Z0V6,mus musculus,Prkar1b,1
D3Z0V7,mus musculus,Tsc22d1,1
D3Z0W3,mus musculus,Zfp648,1
D3Z0X3,mus musculus,Orc5,1
D3Z0X8,mus musculus,Mtfr1l,1
D3Z0Y8,mus musculus,Otub2,1
D3Z0Z4,mus musculus,Abcg3,1
D3Z0Z5,mus musculus,Diras1,1
D3Z0Z6,mus musculus,Elovl5,1
D3Z101,mus musculus,Wdr91,1
D3Z106,mus musculus,Acsm1,1
D3Z132,mus musculus,Thoc6,1
D3Z133,mus musculus,Rassf7,1
D3Z135,mus musculus,Myo5b,1
D3Z136,mus musculus,Elovl5,1
D3Z142,mus musculus,Foxp2,1
D3Z148,mus musculus,Cav1,1
D3Z151,mus musculus,Eif2b1,1
D3Z158,mus musculus,Qars1,1
D3Z160,mus musculus,Tnni3,1
D3Z183,mus musculus,Mfsd6,1
D3Z191,mus musculus,Tmem106b,1
D3Z192,mus musculus,Fgf1,1
D3Z198,mus musculus,Mrps17,1
D3Z1A1,mus musculus,Qdpr,1
D3Z1A7,mus musculus,Rab15,1
D3Z1A8,mus musculus,Sdhc,1
D3Z1B5,mus musculus,Phkg1,1
D3Z1B9,mus musculus,Atp6v1a,1
D3Z1C4,mus musculus,Steap2,1
D3Z1C5,mus musculus,Ldb1,1
D3Z1E7,mus musculus,Nek11,1
D3Z1F0,mus musculus,Pgap2,1
D3Z1F4,mus musculus,Tpst1,1
D3Z1F5,mus musculus,Keg1,1
D3Z1F7,mus musculus,4833439L19Rik,1
D3Z1H5,mus musculus,Cd209f,1
D3Z1H7,mus musculus,Trpv4,1
D3Z1I2,mus musculus,Git2,1
D3Z1J5,mus musculus,Palld,1
D3Z1K6,mus musculus,Cit,1
D3Z1L0,mus musculus,Tcf7l2,1
D3Z1L8,mus musculus,Gad1,1
D3Z1M4,mus musculus,Cabp1,1
D3Z1M5,mus musculus,Spart,1
D3Z1M7,mus musculus,Synj1,1
D3Z1N4,mus musculus,Pbrm1,1
D3Z1Q7,mus musculus,Atp6v1c2,1
D3Z1R5,mus musculus,Pgap2,1
D3Z1S6,mus musculus,Chia1,1
D3Z1S8,mus musculus,Rps5,1
D3Z1U1,mus musculus,Crybb3,1
D3Z1U3,mus musculus,Hpd,1
D3Z1U8,mus musculus,4833439L19Rik,1
D3Z1V2,mus musculus,Rgs8,1
D3Z1V4,mus musculus,Pebp1,1
D3Z1W6,mus musculus,Pbrm1,1
D3Z1X4,mus musculus,T,1
D3Z1Y0,mus musculus,Cdhr18,1
D3Z1Z8,mus musculus,Stmn1,1
D3Z200,mus musculus,Crebl2,1
D3Z207,mus musculus,Fgf8,1
D3Z210,mus musculus,Otud7b,1
D3Z217,mus musculus,Tpmt,1
D3Z223,mus musculus,Bpgm,1
D3Z224,mus musculus,Nfe2,1
D3Z227,mus musculus,Comt,1
D3Z228,mus musculus,Rita1,1
D3Z252,mus musculus,Prxl2a,1
D3Z263,mus musculus,Rtca,1
D3Z267,mus musculus,Insc,1
D3Z275,mus musculus,Pcyox1,1
D3Z279,mus musculus,Tm9sf1,1
D3Z289,mus musculus,Rgs8,1
D3Z2A3,mus musculus,Uty,1
D3Z2A4,mus musculus,Rrm2b,1
D3Z2B1,mus musculus,Lrp11,1
D3Z2B4,mus musculus,Xpr1,1
D3Z2C4,mus musculus,Pklr,1
D3Z2D3,mus musculus,Pigr,1
D3Z2D6,mus musculus,Spart,1
D3Z2E7,mus musculus,Ifi207,1
D3Z2F2,mus musculus,Hspd1,1
D3Z2F6,mus musculus,Gmfg,1
D3Z2F7,mus musculus,Arpc3,1
D3Z2F8,mus musculus,Arpc3,1
D3Z2G1,mus musculus,Pde4c,1
D3Z2H0,mus musculus,Twf1,1
D3Z2H2,mus musculus,Ctnnd1,1
D3Z2H7,mus musculus,Ctnnd1,1
D3Z2H9,mus musculus,Tpm3-rs7,1
D3Z2J6,mus musculus,Tmx2,1
D3Z2K9,mus musculus,Mcm7,1
D3Z2M7,mus musculus,Gnao1,1
D3Z2M9,mus musculus,Dctn1,1
D3Z2N1,mus musculus,Ankrd9,1
D3Z2P8,mus musculus,Sult1a1,1
D3Z2Q2,mus musculus,Stxbp5,1
D3Z2Q3,mus musculus,Diablo,1
D3Z2R1,mus musculus,Pard6a,1
D3Z2R9,mus musculus,Fah,1
D3Z2S4,mus musculus,Eno2,1
D3Z2U3,mus musculus,Cwc27,1
D3Z2U7,mus musculus,Crem,1
D3Z2V6,mus musculus,Mras,1
D3Z2W0,mus musculus,Tnip1,1
D3Z2Y8,mus musculus,Bdh1,1
D3Z300,mus musculus,Slc5a11,1
D3Z306,mus musculus,Relt,1
D3Z312,mus musculus,Tnfaip8,1
D3Z314,mus musculus,Slc11a2,1
D3Z315,mus musculus,Cope,1
D3Z325,mus musculus,Tnfaip8,1
D3Z342,mus musculus,Spg7,1
D3Z345,mus musculus,Lyar,1
D3Z359,mus musculus,Stk25,1
D3Z368,mus musculus,Camk1,1
D3Z372,mus musculus,Mef2b,1
D3Z380,mus musculus,Tpmt,1
D3Z383,mus musculus,Mest,1
D3Z398,mus musculus,Prxl2a,1
D3Z3A3,mus musculus,Smoc1,1
D3Z3A7,mus musculus,Lrp11,1
D3Z3B7,mus musculus,Cep44,1
D3Z3B8,mus musculus,Dlg1,1
D3Z3C0,mus musculus,Septin2,1
D3Z3C1,mus musculus,Faim,1
D3Z3C3,mus musculus,Hpse,1
D3Z3C6,mus musculus,Zfand4,1
D3Z3D6,mus musculus,Polr1c,1
D3Z3F1,mus musculus,Fip1l1,1
D3Z3F4,mus musculus,Mtx1,1
D3Z3H0,mus musculus,Ino80e,1
D3Z3I6,mus musculus,Scly,1
D3Z3J6,mus musculus,Paip1,1
D3Z3K5,mus musculus,Diablo,1
D3Z3K7,mus musculus,Egr2,1
D3Z3L1,mus musculus,Rhoq,1
D3Z3R3,mus musculus,Dtymk,1
D3Z3R4,mus musculus,Pbrm1,1
D3Z3T4,mus musculus,Cpa5,1
D3Z3T5,mus musculus,Pcyt1a,1
D3Z3V5,mus musculus,Zfp689,1
D3Z3W4,mus musculus,Ggnbp1,1
D3Z3W7,mus musculus,Rad9b,1
D3Z3X5,mus musculus,Gstt1,1
D3Z3X7,mus musculus,Gpn1,1
D3Z3Y1,mus musculus,Pigg,1
D3Z3Y3,mus musculus,Ssbp1,1
D3Z3Y4,mus musculus,Tial1,1
D3Z3Y5,mus musculus,Sh2b3,1
D3Z3Y6,mus musculus,Tectb,1
D3Z3Y7,mus musculus,Plekha4,1
D3Z3Z3,mus musculus,Cacnb3,1
D3Z413,mus musculus,Trmt1,1
D3Z440,mus musculus,Cops7a,1
D3Z442,mus musculus,Aamdc,1
D3Z446,mus musculus,Map2k2,1
D3Z448,mus musculus,Cln3,1
D3Z450,mus musculus,Serpina3i,1
D3Z456,mus musculus,Mrpl3,1
D3Z464,mus musculus,Cep44,1
D3Z473,mus musculus,Nr3c2,1
D3Z477,mus musculus,Cit,1
D3Z478,mus musculus,Rnmt,1
D3Z479,mus musculus,Snx15,1
D3Z483,mus musculus,Gng7,1
D3Z486,mus musculus,Palmd,1
D3Z487,mus musculus,Eif2b2,1
D3Z494,mus musculus,Akr1b10,1
D3Z499,mus musculus,Mdga1,1
D3Z4A3,mus musculus,Zfp740,1
D3Z4A4,mus musculus,Prdx2,1
D3Z4B1,mus musculus,Ift46,1
D3Z4B2,mus musculus,Napg,1
D3Z4C2,mus musculus,Stmn4,1
D3Z4D1,mus musculus,Jtb,1
D3Z4D9,mus musculus,C2cd3,1
D3Z4E5,mus musculus,Dctn6,1
D3Z4E6,mus musculus,Vezt,1
D3Z4F6,mus musculus,Ncoa2,1
D3Z4G2,mus musculus,Otx2,1
D3Z4H6,mus musculus,Tia1,1
D3Z4J1,mus musculus,Dazap1,1
D3Z4J6,mus musculus,Idnk,1
D3Z4J9,mus musculus,Eml1,1
D3Z4K4,mus musculus,Pgap2,1
D3Z4K7,mus musculus,Usp5,1
D3Z4K8,mus musculus,Crem,1
D3Z4L5,mus musculus,Mfn1,1
D3Z4L7,mus musculus,Bloc1s1,1
D3Z4L9,mus musculus,Tnfaip2,1
D3Z4M4,mus musculus,Robo4,1
D3Z4N2,mus musculus,Spp1,1
D3Z4N4,mus musculus,Igf2,1
D3Z4N6,mus musculus,Prpf40b,1
D3Z4P2,mus musculus,Lman2l,1
D3Z4P7,mus musculus,Clk2,1
D3Z4Q1,mus musculus,Dedd,1
D3Z4S3,mus musculus,Ptrhd1,1
D3Z4T0,mus musculus,Il17rb,1
D3Z4T6,mus musculus,Negr1,1
D3Z4U0,mus musculus,Zranb2,1
D3Z4U1,mus musculus,Uox,1
D3Z4U2,mus musculus,Gtpbp10,1
D3Z4U6,mus musculus,Gm5934,1
D3Z4U8,mus musculus,Dcaf11,1
D3Z4U9,mus musculus,Irf7,1
D3Z4V1,mus musculus,Plrg1,1
D3Z4V9,mus musculus,Keg1,1
D3Z4W5,mus musculus,Prss59,1
D3Z4X1,mus musculus,Pgls,1
D3Z4X5,mus musculus,Taf6,1
D3Z510,mus musculus,Aldoa,1
D3Z512,mus musculus,Dnase2a,1
D3Z513,mus musculus,Spp1,1
D3Z568,mus musculus,Ndufb5,1
D3Z569,mus musculus,Sec11a,1
D3Z572,mus musculus,Sgce,1
D3Z584,mus musculus,Fbxl5,1
D3Z587,mus musculus,Ube3d,1
D3Z591,mus musculus,Fyttd1,1
D3Z592,mus musculus,Kcnt2,1
D3Z594,mus musculus,Gzmk,1
D3Z598,mus musculus,Ltbp4,1
D3Z5A0,mus musculus,Tspan32,1
D3Z5A8,mus musculus,Ift81,1
D3Z5B9,mus musculus,Lman1,1
D3Z5D4,mus musculus,Cd209g,1
D3Z5E1,mus musculus,Tle6,1
D3Z5E8,mus musculus,Tprkb,1
D3Z5F2,mus musculus,Kics2,1
D3Z5F9,mus musculus,Yif1b,1
D3Z5G0,mus musculus,Ifi213,1
D3Z5G2,mus musculus,Slc25a45,1
D3Z5H3,mus musculus,Sec11c,1
D3Z5H4,mus musculus,Prodh2,1
D3Z5H6,mus musculus,Taf6,1
D3Z5I2,mus musculus,Usb1,1
D3Z5I4,mus musculus,Rgs8,1
D3Z5I6,mus musculus,Iqsec2,1
D3Z5I9,mus musculus,Rbm33,1
D3Z5J3,mus musculus,Sorbs1,1
D3Z5K6,mus musculus,Dnajc19,1
D3Z5L4,mus musculus,Zfp1007,1
D3Z5N2,mus musculus,Stmn1,1
D3Z5P8,mus musculus,Mfn1,1
D3Z5Q0,mus musculus,Csgalnact2,1
D3Z5Q7,mus musculus,Rita1,1
D3Z5R4,mus musculus,Wipf3,1
D3Z5R6,mus musculus,Tnfaip3,1
D3Z5R8,mus musculus,Rps19,1
D3Z5S0,mus musculus,Mpc1,1
D3Z5S3,mus musculus,Gad1,1
D3Z5T2,mus musculus,Armc10,1
D3Z5U3,mus musculus,Dnase2a,1
D3Z5W3,mus musculus,Atp6v1c2,1
D3Z5W5,mus musculus,Mtfr1,1
D3Z5W7,mus musculus,Gstt1,1
D3Z5X0,mus musculus,Bpnt1,1
D3Z5X7,mus musculus,Tmub1,1
D3Z5X8,mus musculus,Lyar,1
D3Z600,mus musculus,Pex5,1
D3Z603,mus musculus,Mrps18a,1
D3Z615,mus musculus,Tmed5,1
D3Z616,mus musculus,Chaf1b,1
D3Z626,mus musculus,Klrd1,1
D3Z627,mus musculus,Itgal,1
D3Z629,mus musculus,Rpl9,1
D3Z632,mus musculus,Aktip,1
D3Z636,mus musculus,Ppa2,1
D3Z640,mus musculus,C2cd3,1
