feature_name,organism,gene_symbol,is_current
H7C5F2,homo sapiens,H7C5F2,1
Q2QKP8,homo sapiens,Q2QKP8,1
U5YEA7,homo sapiens,U5YEA7,1
U5YF26,homo sapiens,U5YF26,1
A0A2I4PZ21,homo sapiens,A0A2I4PZ21,1
A0A2I4PZP2,homo sapiens,A0A2I4PZP2,1
A0A2I4PZQ6,homo sapiens,A0A2I4PZQ6,1
A0A2U7NE60,homo sapiens,A0A2U7NE60,1
E7EMP6,homo sapiens,E7EMP6,1
E7EU71,homo sapiens,E7EU71,1
Q95IC1,homo sapiens,Q95IC1,1
A0A2I4Q068,homo sapiens,A0A2I4Q068,1
A0A2I4Q089,homo sapiens,A0A2I4Q089,1
A0A2K4XGK7,homo sapiens,A0A2K4XGK7,1
A0A1J0PXA2,homo sapiens,A0A1J0PXA2,1
A0A1L2BMK4,homo sapiens,A0A1L2BMK4,1
A0A1L2BML9,homo sapiens,A0A1L2BML9,1
A0A1V0E3I5,homo sapiens,A0A1V0E3I5,1
A0A1X9I5R8,homo sapiens,A0A1X9I5R8,1
A0A1S6P4K6,homo sapiens,A0A1S6P4K6,1
A0A0D9SFQ6,homo sapiens,A0A0D9SFQ6,1
A0A0E3DBY6,homo sapiens,A0A0E3DBY6,1
A0A0E3DCK9,homo sapiens,A0A0E3DCK9,1
A0A0U1RR46,homo sapiens,A0A0U1RR46,1
A0A455JV04,homo sapiens,A0A455JV04,1
A0A455R0H3,homo sapiens,A0A455R0H3,1
A0A0G2JL98,homo sapiens,A0A0G2JL98,1
A0A0G2JLL7,homo sapiens,A0A0G2JLL7,1
A0A0G2JNE9,homo sapiens,A0A0G2JNE9,1
A0A0G2JNZ5,homo sapiens,A0A0G2JNZ5,1
A0A0S2Z658,homo sapiens,A0A0S2Z658,1
J3KPF5,homo sapiens,J3KPF5,1
A0A0G2R0X1,homo sapiens,A0A0G2R0X1,1
A0A0G2R132,homo sapiens,A0A0G2R132,1
A0A0G2R1V6,homo sapiens,A0A0G2R1V6,1
A0A0G3ENZ7,homo sapiens,A0A0G3ENZ7,1
A0A0K0KRA3,homo sapiens,A0A0K0KRA3,1
A0A0N7A4U5,homo sapiens,A0A0N7A4U5,1
A0A0R4RUV0,homo sapiens,A0A0R4RUV0,1
A0A0S4T3I8,homo sapiens,A0A0S4T3I8,1
A0A126GVD1,homo sapiens,A0A126GVD1,1
A0A126GVT3,homo sapiens,A0A126GVT3,1
A0A0J9YXD6,homo sapiens,A0A0J9YXD6,1
A0A0N6YMM8,homo sapiens,A0A0N6YMM8,1
A0A0N7A4K3,homo sapiens,A0A0N7A4K3,1
A0A1B0GXH9,homo sapiens,A0A1B0GXH9,1
A0A0N9FHT4,homo sapiens,A0A0N9FHT4,1
B3W6H4,homo sapiens,B3W6H4,1
B4E065,homo sapiens,B4E065,1
C9J7U6,homo sapiens,C9J7U6,1
C9J8G2,homo sapiens,C9J8G2,1
C9J9F8,homo sapiens,C9J9F8,1
C9JAV7,homo sapiens,C9JAV7,1
B3KY23,homo sapiens,B3KY23,1
B4DH18,homo sapiens,B4DH18,1
B4DHR5,homo sapiens,B4DHR5,1
B4DU64,homo sapiens,B4DU64,1
C9JHZ9,homo sapiens,C9JHZ9,1
C9JKN2,homo sapiens,C9JKN2,1
D6MJH2,homo sapiens,D6MJH2,1
H7BXH3,homo sapiens,H7BXH3,1
H7BXI7,homo sapiens,H7BXI7,1
O43649,homo sapiens,O43649,1
Q6PKH2,homo sapiens,Q6PKH2,1
W6FHB5,homo sapiens,W6FHB5,1
A0A0A7C6N3,homo sapiens,A0A0A7C6N3,1
A0A0A7CAA4,homo sapiens,A0A0A7CAA4,1
A0A186VNN8,homo sapiens,A0A186VNN8,1
B1AMT2,homo sapiens,B1AMT2,1
B4DIA9,homo sapiens,B4DIA9,1
B4DPW4,homo sapiens,B4DPW4,1
C9IZW9,homo sapiens,C9IZW9,1
C9JLQ8,homo sapiens,C9JLQ8,1
C9JWF1,homo sapiens,C9JWF1,1
C9JXY5,homo sapiens,C9JXY5,1
C9JYD0,homo sapiens,C9JYD0,1
D6MLL1,homo sapiens,D6MLL1,1
E9PLA4,homo sapiens,E9PLA4,1
E9PLU3,homo sapiens,E9PLU3,1
E9PN81,homo sapiens,E9PN81,1
E9PN94,homo sapiens,E9PN94,1
F6KX25,homo sapiens,F6KX25,1
G0Z6Y8,homo sapiens,G0Z6Y8,1
G0ZMG5,homo sapiens,G0ZMG5,1
Q5SY74,homo sapiens,Q5SY74,1
Q7Z5U9,homo sapiens,Q7Z5U9,1
A0A0A7C4K2,homo sapiens,A0A0A7C4K2,1
A0A0A7C5L1,homo sapiens,A0A0A7C5L1,1
A0A0A7C7I1,homo sapiens,A0A0A7C7I1,1
B0YJ83,homo sapiens,B0YJ83,1
B7Z361,homo sapiens,B7Z361,1
B7Z4N1,homo sapiens,B7Z4N1,1
B7Z4W9,homo sapiens,B7Z4W9,1
B8XRE8,homo sapiens,B8XRE8,1
B8ZZT8,homo sapiens,B8ZZT8,1
B9A067,homo sapiens,B9A067,1
E9PIN6,homo sapiens,E9PIN6,1
E9PLV4,homo sapiens,E9PLV4,1
E9PMF9,homo sapiens,E9PMF9,1
E9PQT9,homo sapiens,E9PQT9,1
E9PSD4,homo sapiens,E9PSD4,1
G0ZDU9,homo sapiens,G0ZDU9,1
G1EMM9,homo sapiens,G1EMM9,1
G1EPD4,homo sapiens,G1EPD4,1
G1EQD8,homo sapiens,G1EQD8,1
G1EQL4,homo sapiens,G1EQL4,1
G3V360,homo sapiens,G3V360,1
G3V535,homo sapiens,G3V535,1
Q3SWU7,homo sapiens,Q3SWU7,1
Q7L7W2,homo sapiens,Q7L7W2,1
Q7Z318,homo sapiens,Q7Z318,1
Q7Z3J4,homo sapiens,Q7Z3J4,1
Q86U12,homo sapiens,Q86U12,1
A0A060IP86,homo sapiens,A0A060IP86,1
A0A192GQF2,homo sapiens,A0A192GQF2,1
B0I1T3,homo sapiens,B0I1T3,1
B7Z6V7,homo sapiens,B7Z6V7,1
C3VN82,homo sapiens,C3VN82,1
C5IZY1,homo sapiens,C5IZY1,1
E0WMY8,homo sapiens,E0WMY8,1
E0YTM2,homo sapiens,E0YTM2,1
E2D8Y1,homo sapiens,E2D8Y1,1
E9PDN4,homo sapiens,E9PDN4,1
G5D7W8,homo sapiens,G5D7W8,1
H0Y4N0,homo sapiens,H0Y4N0,1
H0Y4U1,homo sapiens,H0Y4U1,1
H0Y8I0,homo sapiens,H0Y8I0,1
H0YB67,homo sapiens,H0YB67,1
H0YK98,homo sapiens,H0YK98,1
H2BDP4,homo sapiens,H2BDP4,1
H2E2A6,homo sapiens,H2E2A6,1
Q1RMY7,homo sapiens,Q1RMY7,1
A0A059RDU1,homo sapiens,A0A059RDU1,1
A0A0A0MRH6,homo sapiens,A0A0A0MRH6,1
A0A186VNI1,homo sapiens,A0A186VNI1,1
A0A186VNP1,homo sapiens,A0A186VNP1,1
C7FDP4,homo sapiens,C7FDP4,1
C7SJ32,homo sapiens,C7SJ32,1
C9JUX7,homo sapiens,C9JUX7,1
E9KXU4,homo sapiens,E9KXU4,1
F1CCK7,homo sapiens,F1CCK7,1
F1CCN8,homo sapiens,F1CCN8,1
F5H0A7,homo sapiens,F5H0A7,1
F5H3N7,homo sapiens,F5H3N7,1
F5H7T7,homo sapiens,F5H7T7,1
F5H8J9,homo sapiens,F5H8J9,1
Q15372,homo sapiens,Q15372,1
Q4R1L5,homo sapiens,Q4R1L5,1
U3KPX9,homo sapiens,U3KPX9,1
U3KQA9,homo sapiens,U3KQA9,1
A0A0A0MTE5,homo sapiens,A0A0A0MTE5,1
A8K081,homo sapiens,A8K081,1
C9J420,homo sapiens,C9J420,1
E5RJ57,homo sapiens,E5RJ57,1
E9L3G1,homo sapiens,E9L3G1,1
F5GXZ5,homo sapiens,F5GXZ5,1
H0Y6M6,homo sapiens,H0Y6M6,1
H0Y8S9,homo sapiens,H0Y8S9,1
H0YEY0,homo sapiens,H0YEY0,1
H0YGL2,homo sapiens,H0YGL2,1
H0YI23,homo sapiens,H0YI23,1
H0YM97,homo sapiens,H0YM97,1
H0YMJ1,homo sapiens,H0YMJ1,1
I6NVP9,homo sapiens,I6NVP9,1
Q53S40,homo sapiens,Q53S40,1
Q5JXR7,homo sapiens,Q5JXR7,1
Q5XZH6,homo sapiens,Q5XZH6,1
Q67AF7,homo sapiens,Q67AF7,1
Q8TD11,homo sapiens,Q8TD11,1
S5DHP0,homo sapiens,S5DHP0,1
U3KQ43,homo sapiens,U3KQ43,1
A0A182DWI3,homo sapiens,A0A182DWI3,1
A8K2F9,homo sapiens,A8K2F9,1
A8K2H9,homo sapiens,A8K2H9,1
A8K3A3,homo sapiens,A8K3A3,1
A8K3P5,homo sapiens,A8K3P5,1
A8K6P5,homo sapiens,A8K6P5,1
A8K706,homo sapiens,A8K706,1
A8K7S3,homo sapiens,A8K7S3,1
A8KAM5,homo sapiens,A8KAM5,1
E5RJ10,homo sapiens,E5RJ10,1
E5RJ35,homo sapiens,E5RJ35,1
E9PG32,homo sapiens,E9PG32,1
F6IR48,homo sapiens,F6IR48,1
F6SII6,homo sapiens,F6SII6,1
H0Y7Q1,homo sapiens,H0Y7Q1,1
H0Y9Z0,homo sapiens,H0Y9Z0,1
H0YBY8,homo sapiens,H0YBY8,1
H0YD40,homo sapiens,H0YD40,1
H0YDL0,homo sapiens,H0YDL0,1
H0YE94,homo sapiens,H0YE94,1
H0YET6,homo sapiens,H0YET6,1
H0YEX3,homo sapiens,H0YEX3,1
H0YMN5,homo sapiens,H0YMN5,1
I3L1J4,homo sapiens,I3L1J4,1
I3UI59,homo sapiens,I3UI59,1
O19797,homo sapiens,O19797,1
Q2L4E8,homo sapiens,Q2L4E8,1
Q53EK6,homo sapiens,Q53EK6,1
Q5Y190,homo sapiens,Q5Y190,1
Q8NFE2,homo sapiens,Q8NFE2,1
X5DR82,homo sapiens,X5DR82,1
F6MDI3,homo sapiens,F6MDI3,1
A0A2R8Y4E5,homo sapiens,A0A2R8Y4E5,1
A0A2R8Y4X6,homo sapiens,A0A2R8Y4X6,1
A0A2R8Y7I3,homo sapiens,A0A2R8Y7I3,1
A0A2R8YE05,homo sapiens,A0A2R8YE05,1
A0A2S1WCK0,homo sapiens,A0A2S1WCK0,1
A0A2U3RU19,homo sapiens,A0A2U3RU19,1
A0A2Z2GXL0,homo sapiens,A0A2Z2GXL0,1
A0A3B3ISE9,homo sapiens,A0A3B3ISE9,1
A0A2U7NH39,homo sapiens,A0A2U7NH39,1
A0A2U8J938,homo sapiens,A0A2U8J938,1
A0A2U8J959,homo sapiens,A0A2U8J959,1
A0A2U9N2U7,homo sapiens,A0A2U9N2U7,1
A0A2X0U4U8,homo sapiens,A0A2X0U4U8,1
A0A2Y9CYE4,homo sapiens,A0A2Y9CYE4,1
A0A342YB92,homo sapiens,A0A342YB92,1
A0A342YEV4,homo sapiens,A0A342YEV4,1
A0A343LFA9,homo sapiens,A0A343LFA9,1
A0A343UBY4,homo sapiens,A0A343UBY4,1
A0A343YSP6,homo sapiens,A0A343YSP6,1
A0A344AJ70,homo sapiens,A0A344AJ70,1
A0A346M0D1,homo sapiens,A0A346M0D1,1
A0A2Z4I2F1,homo sapiens,A0A2Z4I2F1,1
A0A2Z4LI59,homo sapiens,A0A2Z4LI59,1
A0A2Z5HVJ5,homo sapiens,A0A2Z5HVJ5,1
A0A380T779,homo sapiens,A0A380T779,1
A0A3B3ITF9,homo sapiens,A0A3B3ITF9,1
A0A1Z2RTL3,homo sapiens,A0A1Z2RTL3,1
A0A1W1B607,homo sapiens,A0A1W1B607,1
A0A1W2PPV0,homo sapiens,A0A1W2PPV0,1
A0A1W2PPZ3,homo sapiens,A0A1W2PPZ3,1
A0A1W2PQ83,homo sapiens,A0A1W2PQ83,1
A0A223FL08,homo sapiens,A0A223FL08,1
A0A223G167,homo sapiens,A0A223G167,1
A0A286RNF0,homo sapiens,A0A286RNF0,1
A0A288Q9G8,homo sapiens,A0A288Q9G8,1
A0A288QA60,homo sapiens,A0A288QA60,1
A0A288QCW5,homo sapiens,A0A288QCW5,1
A0A2H4FZP5,homo sapiens,A0A2H4FZP5,1
A0A2H4G461,homo sapiens,A0A2H4G461,1
A0A2H4ZEU8,homo sapiens,A0A2H4ZEU8,1
A0A2D1LVQ6,homo sapiens,A0A2D1LVQ6,1
A0A0X7YKU5,homo sapiens,A0A0X7YKU5,1
A0A140TA64,homo sapiens,A0A140TA64,1
A0A140TA65,homo sapiens,A0A140TA65,1
A0A0X7YIY8,homo sapiens,A0A0X7YIY8,1
A0A140T983,homo sapiens,A0A140T983,1
A0A1B1CX44,homo sapiens,A0A1B1CX44,1
A0A087WT63,homo sapiens,A0A087WT63,1
A0A087WWW4,homo sapiens,A0A087WWW4,1
A0A087WXC5,homo sapiens,A0A087WXC5,1
A0A097Q8J6,homo sapiens,A0A097Q8J6,1
A0A1B3TP62,homo sapiens,A0A1B3TP62,1
A0A1X9I4W3,homo sapiens,A0A1X9I4W3,1
H9PIG5,homo sapiens,H9PIG5,1
Q5DNC6,homo sapiens,Q5DNC6,1
Q8N773,homo sapiens,Q8N773,1
Q9BUU9,homo sapiens,Q9BUU9,1
A0A087WU58,homo sapiens,A0A087WU58,1
A0A087WW86,homo sapiens,A0A087WW86,1
A0A0A7C6C3,homo sapiens,A0A0A7C6C3,1
A9QQ14,homo sapiens,A9QQ14,1
D1H0T6,homo sapiens,D1H0T6,1
D1MH25,homo sapiens,D1MH25,1
D1MYV9,homo sapiens,D1MYV9,1
D5FHF3,homo sapiens,D5FHF3,1
E5RG15,homo sapiens,E5RG15,1
H7C1H7,homo sapiens,H7C1H7,1
I0EZ67,homo sapiens,I0EZ67,1
P79557,homo sapiens,P79557,1
Q53QL8,homo sapiens,Q53QL8,1
R4GMV1,homo sapiens,R4GMV1,1
W0FFG4,homo sapiens,W0FFG4,1
W0NXX4,homo sapiens,W0NXX4,1
A0A087WV41,homo sapiens,A0A087WV41,1
A0A0A7C6F5,homo sapiens,A0A0A7C6F5,1
A0A0A7C957,homo sapiens,A0A0A7C957,1
A9CQZ2,homo sapiens,A9CQZ2,1
C7DYB4,homo sapiens,C7DYB4,1
D2DKK4,homo sapiens,D2DKK4,1
H7BZG0,homo sapiens,H7BZG0,1
Q5QR83,homo sapiens,Q5QR83,1
Q861F4,homo sapiens,Q861F4,1
Q8N274,homo sapiens,Q8N274,1
A0A059RR96,homo sapiens,A0A059RR96,1
A0A096WVU0,homo sapiens,A0A096WVU0,1
A0A0A7C596,homo sapiens,A0A0A7C596,1
A0A0A7C7C5,homo sapiens,A0A0A7C7C5,1
D3U775,homo sapiens,D3U775,1
F8VWU1,homo sapiens,F8VWU1,1
F8VXR1,homo sapiens,F8VXR1,1
F8W0V8,homo sapiens,F8W0V8,1
F8W1G2,homo sapiens,F8W1G2,1
K7QT48,homo sapiens,K7QT48,1
Q6PIL8,homo sapiens,Q6PIL8,1
Q6ZMM9,homo sapiens,Q6ZMM9,1
Q6ZP15,homo sapiens,Q6ZP15,1
Q6ZW55,homo sapiens,Q6ZW55,1
A0A059QRK8,homo sapiens,A0A059QRK8,1
A0A059RSZ5,homo sapiens,A0A059RSZ5,1
A0A075B7C7,homo sapiens,A0A075B7C7,1
A0A172ZPS7,homo sapiens,A0A172ZPS7,1
B7Z725,homo sapiens,B7Z725,1
K7P5P3,homo sapiens,K7P5P3,1
Q2I0Y9,homo sapiens,Q2I0Y9,1
Q6ICH6,homo sapiens,Q6ICH6,1
Q6ZN14,homo sapiens,Q6ZN14,1
B7Z1H3,homo sapiens,B7Z1H3,1
B7Z8K2,homo sapiens,B7Z8K2,1
J7JXQ1,homo sapiens,J7JXQ1,1
J7K028,homo sapiens,J7K028,1
L8E8E1,homo sapiens,L8E8E1,1
L8EAP1,homo sapiens,L8EAP1,1
L8ECK3,homo sapiens,L8ECK3,1
M0QX61,homo sapiens,M0QX61,1
M0QZ44,homo sapiens,M0QZ44,1
M0R1P2,homo sapiens,M0R1P2,1
M0R2D7,homo sapiens,M0R2D7,1
M0R2T5,homo sapiens,M0R2T5,1
A0A120GWE2,homo sapiens,A0A120GWE2,1
D2CPK4,homo sapiens,D2CPK4,1
H3BMJ7,homo sapiens,H3BMJ7,1
H3BRK7,homo sapiens,H3BRK7,1
H3BSF0,homo sapiens,H3BSF0,1
H3BSG8,homo sapiens,H3BSG8,1
H3BTK8,homo sapiens,H3BTK8,1
H3BTR4,homo sapiens,H3BTR4,1
H3BUQ3,homo sapiens,H3BUQ3,1
J3KMW0,homo sapiens,J3KMW0,1
M0QX21,homo sapiens,M0QX21,1
Q8HWM7,homo sapiens,Q8HWM7,1
Q8NAT4,homo sapiens,Q8NAT4,1
Q96LE1,homo sapiens,Q96LE1,1
R4TPV8,homo sapiens,R4TPV8,1
U5YBL3,homo sapiens,U5YBL3,1
U5YJK1,homo sapiens,U5YJK1,1
A0A059S1Z0,homo sapiens,A0A059S1Z0,1
A0A0F7W1Q1,homo sapiens,A0A0F7W1Q1,1
A0A3B3IS64,homo sapiens,A0A3B3IS64,1
C0LAC0,homo sapiens,C0LAC0,1
C9WCV0,homo sapiens,C9WCV0,1
H3BSL4,homo sapiens,H3BSL4,1
Q19UL5,homo sapiens,Q19UL5,1
Q1WWK6,homo sapiens,Q1WWK6,1
R4QT72,homo sapiens,R4QT72,1
U5QB73,homo sapiens,U5QB73,1
V9HVZ0,homo sapiens,V9HVZ0,1
A0A3S6RGU4,homo sapiens,A0A3S6RGU4,1
A0A3S6RHL9,homo sapiens,A0A3S6RHL9,1
A0A3S6RHM8,homo sapiens,A0A3S6RHM8,1
A0A3S6RHN9,homo sapiens,A0A3S6RHN9,1
A0A3S6RJ39,homo sapiens,A0A3S6RJ39,1
A0A3T0TUN6,homo sapiens,A0A3T0TUN6,1
A0A7I2V2I5,homo sapiens,A0A7I2V2I5,1
A0A7I2V306,homo sapiens,A0A7I2V306,1
A0A7I2V4Y8,homo sapiens,A0A7I2V4Y8,1
A0A7L4X7J0,homo sapiens,A0A7L4X7J0,1
A0A2I4PZT5,homo sapiens,A0A2I4PZT5,1
A0A2U7NN26,homo sapiens,A0A2U7NN26,1
A0A2I4PZN8,homo sapiens,A0A2I4PZN8,1
A0A2I6Q7B0,homo sapiens,A0A2I6Q7B0,1
A0A2I8B385,homo sapiens,A0A2I8B385,1
A0A4D6PFE0,homo sapiens,A0A4D6PFE0,1
A0A2K8FR47,homo sapiens,A0A2K8FR47,1
A0A1C8DUV2,homo sapiens,A0A1C8DUV2,1
A0A1C8DVD1,homo sapiens,A0A1C8DVD1,1
A0A678ZDF3,homo sapiens,A0A678ZDF3,1
A0A678ZE05,homo sapiens,A0A678ZE05,1
A0A678ZEE6,homo sapiens,A0A678ZEE6,1
A0A678ZI17,homo sapiens,A0A678ZI17,1
A0A678ZID0,homo sapiens,A0A678ZID0,1
A0A678ZKA1,homo sapiens,A0A678ZKA1,1
A0A678ZTQ6,homo sapiens,A0A678ZTQ6,1
A0A678ZVJ9,homo sapiens,A0A678ZVJ9,1
A0A678ZW11,homo sapiens,A0A678ZW11,1
A0A1L1Z878,homo sapiens,A0A1L1Z878,1
A0A1L2BMD2,homo sapiens,A0A1L2BMD2,1
A0A1L3H064,homo sapiens,A0A1L3H064,1
A0A1M4NEL8,homo sapiens,A0A1M4NEL8,1
A0A1X9I4V1,homo sapiens,A0A1X9I4V1,1
A0A1X9I536,homo sapiens,A0A1X9I536,1
L8E7E6,homo sapiens,L8E7E6,1
A0A059RNY9,homo sapiens,A0A059RNY9,1
D0AB08,homo sapiens,D0AB08,1
M4N6I7,homo sapiens,M4N6I7,1
Q0P6F0,homo sapiens,Q0P6F0,1
Q562M3,homo sapiens,Q562M3,1
S4R444,homo sapiens,S4R444,1
W1I181,homo sapiens,W1I181,1
A0A059QQ07,homo sapiens,A0A059QQ07,1
A0S183,homo sapiens,A0S183,1
E4W3V5,homo sapiens,E4W3V5,1
F2Z305,homo sapiens,F2Z305,1
H3BN95,homo sapiens,H3BN95,1
H7C300,homo sapiens,H7C300,1
J3KR72,homo sapiens,J3KR72,1
J3KRN5,homo sapiens,J3KRN5,1
J3KSP2,homo sapiens,J3KSP2,1
J3KT44,homo sapiens,J3KT44,1
K7EID7,homo sapiens,K7EID7,1
K7EIN4,homo sapiens,K7EIN4,1
K7ENA4,homo sapiens,K7ENA4,1
K7ENP6,homo sapiens,K7ENP6,1
K7ERC7,homo sapiens,K7ERC7,1
Q14SN2,homo sapiens,Q14SN2,1
Q29632,homo sapiens,Q29632,1
Q29930,homo sapiens,Q29930,1
Q5EDF7,homo sapiens,Q5EDF7,1
Q6V4Z4,homo sapiens,Q6V4Z4,1
Q9GJF2,homo sapiens,Q9GJF2,1
Q9TQ30,homo sapiens,Q9TQ30,1
S4R3L5,homo sapiens,S4R3L5,1
S6CR91,homo sapiens,S6CR91,1
V9JBV1,homo sapiens,V9JBV1,1
V9N373,homo sapiens,V9N373,1
A0A0C4DGJ5,homo sapiens,A0A0C4DGJ5,1
A0A0E3DD29,homo sapiens,A0A0E3DD29,1
A0A0E3DD58,homo sapiens,A0A0E3DD58,1
A0A0E3DD88,homo sapiens,A0A0E3DD88,1
A0A0S2Z5K6,homo sapiens,A0A0S2Z5K6,1
A0A140VK89,homo sapiens,A0A140VK89,1
A0A141AZ68,homo sapiens,A0A141AZ68,1
A0A455JVS9,homo sapiens,A0A455JVS9,1
A0A804HLI2,homo sapiens,A0A804HLI2,1
A0A493QPB3,homo sapiens,A0A493QPB3,1
A0A494BZR9,homo sapiens,A0A494BZR9,1
A0A6Q8PG23,homo sapiens,A0A6Q8PG23,1
A0A858LG34,homo sapiens,A0A858LG34,1
A0A2R8Y4F3,homo sapiens,A0A2R8Y4F3,1
A0A2R8Y5L0,homo sapiens,A0A2R8Y5L0,1
A0A2R8YCP0,homo sapiens,A0A2R8YCP0,1
A0A2R8YD99,homo sapiens,A0A2R8YD99,1
A0A2R8YDI9,homo sapiens,A0A2R8YDI9,1
A0A2R8YDR3,homo sapiens,A0A2R8YDR3,1
A0A2R8YDU1,homo sapiens,A0A2R8YDU1,1
A0A2R8YET7,homo sapiens,A0A2R8YET7,1
A0A2R8YG22,homo sapiens,A0A2R8YG22,1
A0A343E9F0,homo sapiens,A0A343E9F0,1
A0A343GLQ1,homo sapiens,A0A343GLQ1,1
A0A343JMJ4,homo sapiens,A0A343JMJ4,1
A0A343UEZ0,homo sapiens,A0A343UEZ0,1
A0A345ALL9,homo sapiens,A0A345ALL9,1
A0A376A8H6,homo sapiens,A0A376A8H6,1
A0A384NKS6,homo sapiens,A0A384NKS6,1
A0A386INP8,homo sapiens,A0A386INP8,1
A0A8V8TP58,homo sapiens,A0A8V8TP58,1
A0A8V8TPT5,homo sapiens,A0A8V8TPT5,1
A0A1X9I4H3,homo sapiens,A0A1X9I4H3,1
A0A1X9I4G2,homo sapiens,A0A1X9I4G2,1
A0A1S5QQR0,homo sapiens,A0A1S5QQR0,1
A0A1S5QQT7,homo sapiens,A0A1S5QQT7,1
A0A1S6M0Y1,homo sapiens,A0A1S6M0Y1,1
A0A1W2PP93,homo sapiens,A0A1W2PP93,1
A0A1W2PPL1,homo sapiens,A0A1W2PPL1,1
A0A1W2PS68,homo sapiens,A0A1W2PS68,1
A0A2I4PZD6,homo sapiens,A0A2I4PZD6,1
A0A223PYA3,homo sapiens,A0A223PYA3,1
A0A286MC80,homo sapiens,A0A286MC80,1
A0A286MC87,homo sapiens,A0A286MC87,1
A0A286R0Z9,homo sapiens,A0A286R0Z9,1
A0A286YFF1,homo sapiens,A0A286YFF1,1
A0A286YFG8,homo sapiens,A0A286YFG8,1
A0A0G2JQJ2,homo sapiens,A0A0G2JQJ2,1
A0A0G2R183,homo sapiens,A0A0G2R183,1
A0A143Y6V1,homo sapiens,A0A143Y6V1,1
A0A0S2UQI5,homo sapiens,A0A0S2UQI5,1
A0A0S2Z3P5,homo sapiens,A0A0S2Z3P5,1
A0A0S2Z451,homo sapiens,A0A0S2Z451,1
A0A0J9YWD5,homo sapiens,A0A0J9YWD5,1
A0A0J9YY10,homo sapiens,A0A0J9YY10,1
A0A126GVI8,homo sapiens,A0A126GVI8,1
A0A126GWB1,homo sapiens,A0A126GWB1,1
A0A142J272,homo sapiens,A0A142J272,1
A0A8J9BZN9,homo sapiens,A0A8J9BZN9,1
A0A8J9GB59,homo sapiens,A0A8J9GB59,1
A0A5C2G184,homo sapiens,A0A5C2G184,1
A0A5C2GHP1,homo sapiens,A0A5C2GHP1,1
A0A5C2GSM6,homo sapiens,A0A5C2GSM6,1
A0A5C2GU19,homo sapiens,A0A5C2GU19,1
A0A5C2H3A1,homo sapiens,A0A5C2H3A1,1
A0A5H2UT37,homo sapiens,A0A5H2UT37,1
A0AAQ5BHC2,homo sapiens,A0AAQ5BHC2,1
A0AAQ5BHS6,homo sapiens,A0AAQ5BHS6,1
A0A5A4MDP6,homo sapiens,A0A5A4MDP6,1
A0A5C2G4Z1,homo sapiens,A0A5C2G4Z1,1
A0A5C2G5U5,homo sapiens,A0A5C2G5U5,1
A0A5C2GDL0,homo sapiens,A0A5C2GDL0,1
A0A5C2GQC1,homo sapiens,A0A5C2GQC1,1
A0A5F9ZHP9,homo sapiens,A0A5F9ZHP9,1
A0A5H2UCQ0,homo sapiens,A0A5H2UCQ0,1
A0A7S5BZD7,homo sapiens,A0A7S5BZD7,1
A0A7S5C3G0,homo sapiens,A0A7S5C3G0,1
A0A7S5EXE9,homo sapiens,A0A7S5EXE9,1
A0AAQ5BGJ1,homo sapiens,A0AAQ5BGJ1,1
A0A590UJR8,homo sapiens,A0A590UJR8,1
A0A5A4UB59,homo sapiens,A0A5A4UB59,1
A0A5B9QYQ8,homo sapiens,A0A5B9QYQ8,1
A0A5C2GHH9,homo sapiens,A0A5C2GHH9,1
A0A5C2FU28,homo sapiens,A0A5C2FU28,1
A0A5C2FVH3,homo sapiens,A0A5C2FVH3,1
A0A5C2FX86,homo sapiens,A0A5C2FX86,1
A0A5C2FXT7,homo sapiens,A0A5C2FXT7,1
A0A5C2FXV4,homo sapiens,A0A5C2FXV4,1
A0A5C2G040,homo sapiens,A0A5C2G040,1
A0A5C2G2U7,homo sapiens,A0A5C2G2U7,1
A0A5C2G3X6,homo sapiens,A0A5C2G3X6,1
A0A5C2G3Y6,homo sapiens,A0A5C2G3Y6,1
A0A5C2G456,homo sapiens,A0A5C2G456,1
A0A5C2G4W3,homo sapiens,A0A5C2G4W3,1
A0A5C2G7J4,homo sapiens,A0A5C2G7J4,1
A0A5C2G7S1,homo sapiens,A0A5C2G7S1,1
A0A5C2G849,homo sapiens,A0A5C2G849,1
A0A5C2G9T5,homo sapiens,A0A5C2G9T5,1
A0A5C2GAL4,homo sapiens,A0A5C2GAL4,1
A0A5C2GAQ1,homo sapiens,A0A5C2GAQ1,1
A0A5C2GC09,homo sapiens,A0A5C2GC09,1
A0A5C2GC79,homo sapiens,A0A5C2GC79,1
A0A5C2GEB0,homo sapiens,A0A5C2GEB0,1
A0A5C2GF67,homo sapiens,A0A5C2GF67,1
A0A5C2GH41,homo sapiens,A0A5C2GH41,1
A0A5C2GHZ5,homo sapiens,A0A5C2GHZ5,1
A0A5C2GJ57,homo sapiens,A0A5C2GJ57,1
A0A5C2GJ82,homo sapiens,A0A5C2GJ82,1
A0A5C2GKT9,homo sapiens,A0A5C2GKT9,1
A0A5C2GMB8,homo sapiens,A0A5C2GMB8,1
A0A5C2GNG1,homo sapiens,A0A5C2GNG1,1
A0A5C2GPL7,homo sapiens,A0A5C2GPL7,1
A0A5C2GQP9,homo sapiens,A0A5C2GQP9,1
A0A5C2GRI2,homo sapiens,A0A5C2GRI2,1
