feature_name,organism,gene_symbol,is_current
Q9BXB5,homo sapiens,OSB10,1
Q9BXB4,homo sapiens,OSB11,1
Q9BXW6,homo sapiens,OSBL1,1
Q9H1P3,homo sapiens,OSBL2,1
Q9H4L5,homo sapiens,OSBL3,1
Q9H0X9,homo sapiens,OSBL5,1
Q9BZF3,homo sapiens,OSBL6,1
Q9BZF2,homo sapiens,OSBL7,1
Q9BZF1,homo sapiens,OSBL8,1
Q96SU4,homo sapiens,OSBL9,1
P22059,homo sapiens,OSBP1,1
Q969R2,homo sapiens,OSBP2,1
Q8IYS5,homo sapiens,OSCAR,1
Q8WVF1,homo sapiens,OSCP1,1
C0HLS1,homo sapiens,OSCRI,1
Q9NX31,homo sapiens,OSER1,1
Q9NPF4,homo sapiens,OSGEP,1
Q9UJX0,homo sapiens,OSGI1,1
Q9Y236,homo sapiens,OSGI2,1
Q9H4B0,homo sapiens,OSGL1,1
Q99650,homo sapiens,OSMR,1
A0A2R8YFL7,homo sapiens,OSP4A,1
A0A2R8Y4Y8,homo sapiens,OSP4B,1
Q8TAX0,homo sapiens,OSR1,1
Q8N2R0,homo sapiens,OSR2,1
P39656,homo sapiens,OST48,1
P0C6T2,homo sapiens,OST4,1
Q86UW1,homo sapiens,OSTA,1
Q86UW2,homo sapiens,OSTB,1
P02818,homo sapiens,OSTCN,1
Q9NRP0,homo sapiens,OSTC,1
Q92882,homo sapiens,OSTF1,1
Q86WC4,homo sapiens,OSTM1,1
P61366,homo sapiens,OSTN,1
P10451,homo sapiens,OSTP,1
P00480,homo sapiens,OTC,1
Q7RTW8,homo sapiens,OTOAN,1
Q9HC10,homo sapiens,OTOF,1
Q3ZCN5,homo sapiens,OTOGL,1
Q6ZRI0,homo sapiens,OTOG,1
A6NHN0,homo sapiens,OTOL1,1
Q7RTM1,homo sapiens,OTOP1,1
Q7RTS6,homo sapiens,OTOP2,1
Q7RTS5,homo sapiens,OTOP3,1
Q9NRC9,homo sapiens,OTOR,1
Q8NHW6,homo sapiens,OTOSP,1
Q5XKR4,homo sapiens,OTP,1
Q5VVQ6,homo sapiens,OTU1,1
Q7L8S5,homo sapiens,OTU6A,1
Q8N6M0,homo sapiens,OTU6B,1
Q8TE49,homo sapiens,OTU7A,1
Q6GQQ9,homo sapiens,OTU7B,1
Q96FW1,homo sapiens,OTUB1,1
Q96DC9,homo sapiens,OTUB2,1
Q5VV17,homo sapiens,OTUD1,1
Q5T2D3,homo sapiens,OTUD3,1
Q01804,homo sapiens,OTUD4,1
Q96G74,homo sapiens,OTUD5,1
Q9NUU6,homo sapiens,OTULL,1
Q96BN8,homo sapiens,OTUL,1
P32242,homo sapiens,OTX1,1
P32243,homo sapiens,OTX2,1
Q8WZ82,homo sapiens,OVCA2,1
Q7RTY7,homo sapiens,OVCH1,1
Q7RTZ1,homo sapiens,OVCH2,1
Q12889,homo sapiens,OVGP1,1
O14753,homo sapiens,OVOL1,1
Q9BRP0,homo sapiens,OVOL2,1
O00110,homo sapiens,OVOL3,1
Q6IE37,homo sapiens,OVOS1,1
O43613,homo sapiens,OX1R,1
P83859,homo sapiens,OX26,1
P41217,homo sapiens,OX2G,1
O43614,homo sapiens,OX2R,1
Q15070,homo sapiens,OXA1L,1
P14920,homo sapiens,OXDA,1
Q99489,homo sapiens,OXDD,1
Q8TDS5,homo sapiens,OXER1,1
Q96P68,homo sapiens,OXGR1,1
Q96RQ9,homo sapiens,OXLA,1
Q5BKU9,homo sapiens,OXLD1,1
Q96HP4,homo sapiens,OXND1,1
Q8N573,homo sapiens,OXR1,1
Q9NWU1,homo sapiens,OXSM,1
O95747,homo sapiens,OXSR1,1
P30559,homo sapiens,OXYR,1
Q15072,homo sapiens,OZF,1
Q96HA1,homo sapiens,P121A,1
A6NF01,homo sapiens,P121B,1
A8CG34,homo sapiens,P121C,1
Q3SYA9,homo sapiens,P12L1,1
Q96KW2,homo sapiens,P12L2,1
A6NNC1,homo sapiens,P12LL,1
C0HMA1,homo sapiens,P155,1
Q8N7R1,homo sapiens,P1L12,1
Q6GTS8,homo sapiens,P20D1,1
Q8IYS1,homo sapiens,P20D2,1
A8MW92,homo sapiens,P20L1,1
Q5VU65,homo sapiens,P210L,1
E9PI22,homo sapiens,P23D1,1
P0DMB1,homo sapiens,P23D2,1
Q06190,homo sapiens,P2R3A,1
Q9Y5P8,homo sapiens,P2R3B,1
Q969Q6,homo sapiens,P2R3C,1
P51575,homo sapiens,P2RX1,1
Q9UBL9,homo sapiens,P2RX2,1
P56373,homo sapiens,P2RX3,1
Q99571,homo sapiens,P2RX4,1
Q93086,homo sapiens,P2RX5,1
O15547,homo sapiens,P2RX6,1
Q99572,homo sapiens,P2RX7,1
P47900,homo sapiens,P2RY1,1
P41231,homo sapiens,P2RY2,1
P51582,homo sapiens,P2RY4,1
Q15077,homo sapiens,P2RY6,1
Q86VZ1,homo sapiens,P2RY8,1
O00398,homo sapiens,P2Y10,1
Q96G91,homo sapiens,P2Y11,1
Q9H244,homo sapiens,P2Y12,1
Q9BPV8,homo sapiens,P2Y13,1
Q15391,homo sapiens,P2Y14,1
Q96A73,homo sapiens,P33MX,1
O00443,homo sapiens,P3C2A,1
O00750,homo sapiens,P3C2B,1
O75747,homo sapiens,P3C2G,1
Q32P28,homo sapiens,P3H1,1
Q8IVL5,homo sapiens,P3H2,1
Q8IVL6,homo sapiens,P3H3,1
Q96FE7,homo sapiens,P3IP1,1
A0A087WWA1,homo sapiens,P3URF,1
P09131,homo sapiens,P3,1
P13674,homo sapiens,P4HA1,1
O15460,homo sapiens,P4HA2,1
Q7Z4N8,homo sapiens,P4HA3,1
Q9NXG6,homo sapiens,P4HTM,1
Q9BTU6,homo sapiens,P4K2A,1
Q8TCG2,homo sapiens,P4K2B,1
Q6IN85,homo sapiens,P4R3A,1
Q5MIZ7,homo sapiens,P4R3B,1
Q6ZMV5,homo sapiens,P4R3C,1
O43422,homo sapiens,P52K,1
P04637,homo sapiens,P53,1
Q92569,homo sapiens,P55G,1
P32322,homo sapiens,P5CR1,1
Q96C36,homo sapiens,P5CR2,1
Q53H96,homo sapiens,P5CR3,1
P54886,homo sapiens,P5CS,1
Q06416,homo sapiens,P5F1B,1
O14683,homo sapiens,P5I11,1
Q8NBR0,homo sapiens,P5I13,1
Q9H3D4,homo sapiens,P63,1
Q86YP4,homo sapiens,P66A,1
Q8WXI9,homo sapiens,P66B,1
O15350,homo sapiens,P73,1
P27986,homo sapiens,P85A,1
O00459,homo sapiens,P85B,1
P68402,homo sapiens,PA1B2,1
Q15102,homo sapiens,PA1B3,1
P04054,homo sapiens,PA21B,1
P47712,homo sapiens,PA24A,1
P0C869,homo sapiens,PA24B,1
Q9UP65,homo sapiens,PA24C,1
Q86XP0,homo sapiens,PA24D,1
Q3MJ16,homo sapiens,PA24E,1
Q68DD2,homo sapiens,PA24F,1
Q9NZ20,homo sapiens,PA2G3,1
Q9UQ80,homo sapiens,PA2G4,1
P39877,homo sapiens,PA2G5,1
P14555,homo sapiens,PA2GA,1
Q5R387,homo sapiens,PA2GC,1
Q9UNK4,homo sapiens,PA2GD,1
Q9NZK7,homo sapiens,PA2GE,1
Q9BZM2,homo sapiens,PA2GF,1
O15496,homo sapiens,PA2GX,1
Q9BRP4,homo sapiens,PAAF1,1
Q9H8K7,homo sapiens,PAAT,1
P0CB38,homo sapiens,PAB4L,1
P11940,homo sapiens,PABP1,1
Q86U42,homo sapiens,PABP2,1
Q9H361,homo sapiens,PABP3,1
Q13310,homo sapiens,PABP4,1
Q96DU9,homo sapiens,PABP5,1
P18509,homo sapiens,PACA,1
Q9H813,homo sapiens,PACC1,1
Q8IZE3,homo sapiens,PACE1,1
Q9H714,homo sapiens,PACER,1
P0DW81,homo sapiens,PACMP,1
Q9BY11,homo sapiens,PACN1,1
Q9UNF0,homo sapiens,PACN2,1
Q9UKS6,homo sapiens,PACN3,1
Q96M98,homo sapiens,PACRG,1
Q8N7B6,homo sapiens,PACRL,1
P41586,homo sapiens,PACR,1
Q6VY07,homo sapiens,PACS1,1
Q86VP3,homo sapiens,PACS2,1
Q9BSG0,homo sapiens,PADC1,1
Q9ULC6,homo sapiens,PADI1,1
Q9Y2J8,homo sapiens,PADI2,1
Q9ULW8,homo sapiens,PADI3,1
Q9UM07,homo sapiens,PADI4,1
Q6TGC4,homo sapiens,PADI6,1
P09466,homo sapiens,PAEP,1
Q15004,homo sapiens,PAF15,1
Q8N7H5,homo sapiens,PAF1,1
Q99487,homo sapiens,PAFA2,1
Q13093,homo sapiens,PAFA,1
Q8NCC3,homo sapiens,PAG15,1
O75459,homo sapiens,PAGE1,1
Q7Z2X7,homo sapiens,PAGE2,1
Q5JUK9,homo sapiens,PAGE3,1
O60829,homo sapiens,PAGE4,1
Q96GU1,homo sapiens,PAGE5,1
Q9BTK6,homo sapiens,PAGR1,1
P01298,homo sapiens,PAHO,1
O14832,homo sapiens,PAHX,1
P05121,homo sapiens,PAI1,1
Q9ULR5,homo sapiens,PAI2B,1
P05120,homo sapiens,PAI2,1
Q9H074,homo sapiens,PAIP1,1
Q9BPZ3,homo sapiens,PAIP2,1
Q13153,homo sapiens,PAK1,1
Q13177,homo sapiens,PAK2,1
O75914,homo sapiens,PAK3,1
O96013,homo sapiens,PAK4,1
Q9P286,homo sapiens,PAK5,1
Q9NQU5,homo sapiens,PAK6,1
Q9Y536,homo sapiens,PAL4A,1
A0A0B4J2A2,homo sapiens,PAL4C,1
F5H284,homo sapiens,PAL4D,1
A0A075B759,homo sapiens,PAL4E,1
P0DN26,homo sapiens,PAL4F,1
P0DN37,homo sapiens,PAL4G,1
A0A075B767,homo sapiens,PAL4H,1
Q86YC2,homo sapiens,PALB2,1
Q9ULE6,homo sapiens,PALD,1
Q8WX93,homo sapiens,PALLD,1
A6NDB9,homo sapiens,PALM3,1
Q9NP74,homo sapiens,PALMD,1
O75781,homo sapiens,PALM,1
Q8N3R9,homo sapiens,PALS1,1
Q9NZW5,homo sapiens,PALS2,1
Q6UXH9,homo sapiens,PAMR1,1
Q504Q3,homo sapiens,PAN2,1
Q58A45,homo sapiens,PAN3,1
Q8TE04,homo sapiens,PANK1,1
Q9BZ23,homo sapiens,PANK2,1
Q9H999,homo sapiens,PANK3,1
Q9NVE7,homo sapiens,PANK4,1
Q7Z3H0,homo sapiens,PANKY,1
I0J062,homo sapiens,PANO1,1
Q96RD7,homo sapiens,PANX1,1
Q96RD6,homo sapiens,PANX2,1
Q96QZ0,homo sapiens,PANX3,1
Q6QHF9,homo sapiens,PAOX,1
Q4VXU2,homo sapiens,PAP1L,1
Q5JQF8,homo sapiens,PAP1M,1
Q5QFB9,homo sapiens,PAPAS,1
Q9NVV4,homo sapiens,PAPD1,1
Q8NDF8,homo sapiens,PAPD5,1
Q5XG87,homo sapiens,PAPD7,1
P51003,homo sapiens,PAPOA,1
Q9NRJ5,homo sapiens,PAPOB,1
Q9BWT3,homo sapiens,PAPOG,1
Q13219,homo sapiens,PAPP1,1
Q9BXP8,homo sapiens,PAPP2,1
O43252,homo sapiens,PAPS1,1
O95340,homo sapiens,PAPS2,1
Q96A54,homo sapiens,PAQR1,1
Q86V24,homo sapiens,PAQR2,1
Q6TCH7,homo sapiens,PAQR3,1
Q8N4S7,homo sapiens,PAQR4,1
Q9NXK6,homo sapiens,PAQR5,1
Q6TCH4,homo sapiens,PAQR6,1
Q86WK9,homo sapiens,PAQR7,1
Q8TEZ7,homo sapiens,PAQR8,1
Q6ZVX9,homo sapiens,PAQR9,1
Q8IY49,homo sapiens,PAQRA,1
Q15546,homo sapiens,PAQRB,1
Q53GL7,homo sapiens,PAR10,1
Q9NR21,homo sapiens,PAR11,1
Q9H0J9,homo sapiens,PAR12,1
Q460N5,homo sapiens,PAR14,1
Q460N3,homo sapiens,PAR15,1
Q8N5Y8,homo sapiens,PAR16,1
P25116,homo sapiens,PAR1,1
P55085,homo sapiens,PAR2,1
Q8TEW8,homo sapiens,PAR3L,1
O00254,homo sapiens,PAR3,1
Q96RI0,homo sapiens,PAR4,1
Q9NPB6,homo sapiens,PAR6A,1
Q9BYG5,homo sapiens,PAR6B,1
Q9BYG4,homo sapiens,PAR6G,1
Q8TEW0,homo sapiens,PARD3,1
Q86W56,homo sapiens,PARG,1
Q9NWS1,homo sapiens,PARI,1
Q99497,homo sapiens,PARK7,1
Q9H300,homo sapiens,PARL,1
Q6UWI2,homo sapiens,PARM1,1
O95453,homo sapiens,PARN,1
P09874,homo sapiens,PARP1,1
Q9UGN5,homo sapiens,PARP2,1
Q9Y6F1,homo sapiens,PARP3,1
Q9UKK3,homo sapiens,PARP4,1
Q2NL67,homo sapiens,PARP6,1
Q8N3A8,homo sapiens,PARP8,1
Q8IXQ6,homo sapiens,PARP9,1
Q7Z3E1,homo sapiens,PARPT,1
Q9NVD7,homo sapiens,PARVA,1
Q9HBI1,homo sapiens,PARVB,1
Q9HBI0,homo sapiens,PARVG,1
Q8IV76,homo sapiens,PASD1,1
Q96RG2,homo sapiens,PASK,1
Q8WXA2,homo sapiens,PATE1,1
Q6UY27,homo sapiens,PATE2,1
B3GLJ2,homo sapiens,PATE3,1
P0C8F1,homo sapiens,PATE4,1
Q86TB9,homo sapiens,PATL1,1
C9JE40,homo sapiens,PATL2,1
Q9HBE1,homo sapiens,PATZ1,1
Q96DA0,homo sapiens,PAUF,1
Q96IZ0,homo sapiens,PAWR,1
P15863,homo sapiens,PAX1,1
Q02962,homo sapiens,PAX2,1
P23760,homo sapiens,PAX3,1
O43316,homo sapiens,PAX4,1
Q02548,homo sapiens,PAX5,1
P26367,homo sapiens,PAX6,1
P23759,homo sapiens,PAX7,1
Q06710,homo sapiens,PAX8,1
P55771,homo sapiens,PAX9,1
Q9Y5B6,homo sapiens,PAXB1,1
Q6ZW49,homo sapiens,PAXI1,1
P49023,homo sapiens,PAXI,1
Q9BUH6,homo sapiens,PAXX,1
Q86U86,homo sapiens,PB1,1
Q9BVG4,homo sapiens,PBDC1,1
Q96AQ6,homo sapiens,PBIP1,1
Q96E09,homo sapiens,PBIR1,1
Q7Z309,homo sapiens,PBIR2,1
Q6P4D5,homo sapiens,PBIR3,1
P30039,homo sapiens,PBLD,1
E2RYF7,homo sapiens,PBMU2,1
Q9GZY1,homo sapiens,PBOV1,1
P40424,homo sapiens,PBX1,1
P40425,homo sapiens,PBX2,1
P40426,homo sapiens,PBX3,1
Q9BYU1,homo sapiens,PBX4,1
Q9BZA7,homo sapiens,PC11X,1
Q9BZA8,homo sapiens,PC11Y,1
A6NKN8,homo sapiens,PC4L1,1
A6NGG8,homo sapiens,PCARE,1
Q8NF37,homo sapiens,PCAT1,1
Q7L5N7,homo sapiens,PCAT2,1
Q15365,homo sapiens,PCBP1,1
Q15366,homo sapiens,PCBP2,1
P57721,homo sapiens,PCBP3,1
P57723,homo sapiens,PCBP4,1
P05165,homo sapiens,PCCA,1
P05166,homo sapiens,PCCB,1
Q9P2E7,homo sapiens,PCD10,1
Q9NPG4,homo sapiens,PCD12,1
Q96QU1,homo sapiens,PCD15,1
Q96JQ0,homo sapiens,PCD16,1
O14917,homo sapiens,PCD17,1
Q9HCL0,homo sapiens,PCD18,1
Q8TAB3,homo sapiens,PCD19,1
Q8N6Y1,homo sapiens,PCD20,1
Q6V1P9,homo sapiens,PCD23,1
Q9Y5I3,homo sapiens,PCDA1,1
Q9Y5H9,homo sapiens,PCDA2,1
Q9Y5H8,homo sapiens,PCDA3,1
Q9UN74,homo sapiens,PCDA4,1
Q9Y5H7,homo sapiens,PCDA5,1
Q9UN73,homo sapiens,PCDA6,1
Q9UN72,homo sapiens,PCDA7,1
Q9Y5H6,homo sapiens,PCDA8,1
Q9Y5H5,homo sapiens,PCDA9,1
Q9Y5I2,homo sapiens,PCDAA,1
Q9Y5I1,homo sapiens,PCDAB,1
Q9UN75,homo sapiens,PCDAC,1
Q9Y5I0,homo sapiens,PCDAD,1
Q9Y5F3,homo sapiens,PCDB1,1
Q9Y5E7,homo sapiens,PCDB2,1
Q9Y5E6,homo sapiens,PCDB3,1
Q9Y5E5,homo sapiens,PCDB4,1
Q9Y5E4,homo sapiens,PCDB5,1
Q9Y5E3,homo sapiens,PCDB6,1
Q9Y5E2,homo sapiens,PCDB7,1
Q9UN66,homo sapiens,PCDB8,1
Q9Y5E1,homo sapiens,PCDB9,1
Q9UN67,homo sapiens,PCDBA,1
Q9Y5F2,homo sapiens,PCDBB,1
Q9Y5F1,homo sapiens,PCDBC,1
Q9Y5F0,homo sapiens,PCDBD,1
Q9Y5E9,homo sapiens,PCDBE,1
Q9Y5E8,homo sapiens,PCDBF,1
Q9NRJ7,homo sapiens,PCDBG,1
Q96TA0,homo sapiens,PCDBI,1
Q9H158,homo sapiens,PCDC1,1
Q9Y5I4,homo sapiens,PCDC2,1
Q9Y5H4,homo sapiens,PCDG1,1
Q9Y5H1,homo sapiens,PCDG2,1
Q9Y5H0,homo sapiens,PCDG3,1
Q9Y5G9,homo sapiens,PCDG4,1
Q9Y5G8,homo sapiens,PCDG5,1
Q9Y5G7,homo sapiens,PCDG6,1
Q9Y5G6,homo sapiens,PCDG7,1
Q9Y5G5,homo sapiens,PCDG8,1
Q9Y5G4,homo sapiens,PCDG9,1
Q9Y5H3,homo sapiens,PCDGA,1
Q9Y5H2,homo sapiens,PCDGB,1
O60330,homo sapiens,PCDGC,1
Q9Y5G3,homo sapiens,PCDGD,1
Q9Y5G2,homo sapiens,PCDGE,1
Q9Y5G1,homo sapiens,PCDGF,1
Q9UN71,homo sapiens,PCDGG,1
Q9Y5G0,homo sapiens,PCDGH,1
Q9Y5F9,homo sapiens,PCDGI,1
Q9Y5F8,homo sapiens,PCDGJ,1
Q9UN70,homo sapiens,PCDGK,1
Q9Y5F7,homo sapiens,PCDGL,1
Q9Y5F6,homo sapiens,PCDGM,1
Q08174,homo sapiens,PCDH1,1
O60245,homo sapiens,PCDH7,1
O95206,homo sapiens,PCDH8,1
Q9HC56,homo sapiens,PCDH9,1
Q4G0U5,homo sapiens,PCDP1,1
O94913,homo sapiens,PCF11,1
Q96NT5,homo sapiens,PCFT,1
Q9BSM1,homo sapiens,PCGF1,1
P35227,homo sapiens,PCGF2,1
Q3KNV8,homo sapiens,PCGF3,1
Q86SE9,homo sapiens,PCGF5,1
Q9BYE7,homo sapiens,PCGF6,1
Q15645,homo sapiens,PCH2,1
Q5JVF3,homo sapiens,PCID2,1
P35558,homo sapiens,PCKGC,1
Q16822,homo sapiens,PCKGM,1
Q7Z2X4,homo sapiens,PCLI1,1
Q9Y6V0,homo sapiens,PCLO,1
Q15154,homo sapiens,PCM1,1
Q96MG8,homo sapiens,PCMD1,1
Q9NV79,homo sapiens,PCMD2,1
P12004,homo sapiens,PCNA,1
Q8WW12,homo sapiens,PCNP,1
O95613,homo sapiens,PCNT,1
Q15113,homo sapiens,PCOC1,1
Q9UKZ9,homo sapiens,PCOC2,1
Q58A44,homo sapiens,PCOTH,1
Q8IVA1,homo sapiens,PCP2,1
P48539,homo sapiens,PCP4,1
P42785,homo sapiens,PCP,1
Q9UHG2,homo sapiens,PCS1N,1
Q6UW60,homo sapiens,PCSK4,1
Q92824,homo sapiens,PCSK5,1
P29122,homo sapiens,PCSK6,1
Q16549,homo sapiens,PCSK7,1
Q8NBP7,homo sapiens,PCSK9,1
Q96RV3,homo sapiens,PCX1,1
A6NKB5,homo sapiens,PCX2,1
Q9H6A9,homo sapiens,PCX3,1
Q63HM2,homo sapiens,PCX4,1
P49585,homo sapiens,PCY1A,1
Q9Y5K3,homo sapiens,PCY1B,1
Q99447,homo sapiens,PCY2,1
Q9UHG3,homo sapiens,PCYOX,1
Q8NBM8,homo sapiens,PCYXL,1
Q9NZQ7,homo sapiens,PD1L1,1
Q9BQ51,homo sapiens,PD1L2,1
Q9Y5Y4,homo sapiens,PD2R2,1
Q13258,homo sapiens,PD2R,1
Q9BUL8,homo sapiens,PDC10,1
Q8WUM4,homo sapiens,PDC6I,1
Q15116,homo sapiens,PDCD1,1
Q16342,homo sapiens,PDCD2,1
Q53EL6,homo sapiens,PDCD4,1
O14737,homo sapiens,PDCD5,1
O75340,homo sapiens,PDCD6,1
Q8N8D1,homo sapiens,PDCD7,1
Q8N4E4,homo sapiens,PDCL2,1
Q9H2J4,homo sapiens,PDCL3,1
Q9BRP1,homo sapiens,PDD2L,1
Q9Y233,homo sapiens,PDE10,1
Q9HCR9,homo sapiens,PDE11,1
Q6L8Q7,homo sapiens,PDE12,1
P54750,homo sapiens,PDE1A,1
Q01064,homo sapiens,PDE1B,1
Q14123,homo sapiens,PDE1C,1
O00408,homo sapiens,PDE2A,1
Q14432,homo sapiens,PDE3A,1
Q13370,homo sapiens,PDE3B,1
P27815,homo sapiens,PDE4A,1
Q07343,homo sapiens,PDE4B,1
Q08493,homo sapiens,PDE4C,1
Q08499,homo sapiens,PDE4D,1
O76074,homo sapiens,PDE5A,1
P16499,homo sapiens,PDE6A,1
P35913,homo sapiens,PDE6B,1
P51160,homo sapiens,PDE6C,1
O43924,homo sapiens,PDE6D,1
Q13946,homo sapiens,PDE7A,1
Q9NP56,homo sapiens,PDE7B,1
O60658,homo sapiens,PDE8A,1
O95263,homo sapiens,PDE8B,1
O76083,homo sapiens,PDE9A,1
A5PLL7,homo sapiens,PDES1,1
P04085,homo sapiens,PDGFA,1
P01127,homo sapiens,PDGFB,1
Q9NRA1,homo sapiens,PDGFC,1
Q9GZP0,homo sapiens,PDGFD,1
P07237,homo sapiens,PDIA1,1
Q13087,homo sapiens,PDIA2,1
P30101,homo sapiens,PDIA3,1
P13667,homo sapiens,PDIA4,1
Q14554,homo sapiens,PDIA5,1
Q15084,homo sapiens,PDIA6,1
Q8N807,homo sapiens,PDILT,1
Q9Y2S7,homo sapiens,PDIP2,1
Q9BY77,homo sapiens,PDIP3,1
Q8N165,homo sapiens,PDK1L,1
Q15118,homo sapiens,PDK1,1
Q15119,homo sapiens,PDK2,1
Q15120,homo sapiens,PDK3,1
Q16654,homo sapiens,PDK4,1
O00151,homo sapiens,PDLI1,1
Q96JY6,homo sapiens,PDLI2,1
Q53GG5,homo sapiens,PDLI3,1
P50479,homo sapiens,PDLI4,1
Q96HC4,homo sapiens,PDLI5,1
Q9NR12,homo sapiens,PDLI7,1
Q9P0J1,homo sapiens,PDP1,1
Q9P2J9,homo sapiens,PDP2,1
Q8WWR9,homo sapiens,PDPFL,1
O15530,homo sapiens,PDPK1,1
Q6A1A2,homo sapiens,PDPK2,1
Q86YL7,homo sapiens,PDPN,1
Q8NCN5,homo sapiens,PDPR,1
Q9NUG6,homo sapiens,PDRG1,1
Q29RF7,homo sapiens,PDS5A,1
Q9NTI5,homo sapiens,PDS5B,1
P52945,homo sapiens,PDX1,1
Q6P996,homo sapiens,PDXD1,1
Q6P474,homo sapiens,PDXD2,1
O00764,homo sapiens,PDXK,1
Q9NZ53,homo sapiens,PDXL2,1
P01213,homo sapiens,PDYN,1
Q5EBL8,homo sapiens,PDZ11,1
Q13113,homo sapiens,PDZ1I,1
A8MUH7,homo sapiens,PDZ1P,1
O15018,homo sapiens,PDZD2,1
Q76G19,homo sapiens,PDZD4,1
Q9H5P4,homo sapiens,PDZD7,1
Q8NEN9,homo sapiens,PDZD8,1
Q8IXQ8,homo sapiens,PDZD9,1
P34995,homo sapiens,PE2R1,1
P43116,homo sapiens,PE2R2,1
P43115,homo sapiens,PE2R3,1
P35408,homo sapiens,PE2R4,1
Q15121,homo sapiens,PEA15,1
Q9H792,homo sapiens,PEAK1,1
Q6ZS72,homo sapiens,PEAK3,1
Q5VY43,homo sapiens,PEAR1,1
Q13951,homo sapiens,PEBB,1
P30086,homo sapiens,PEBP1,1
Q96S96,homo sapiens,PEBP4,1
P16284,homo sapiens,PECA1,1
Q9BY49,homo sapiens,PECR,1
Q9H1Q7,homo sapiens,PED1A,1
Q96HM7,homo sapiens,PED1B,1
P36955,homo sapiens,PEDF,1
Q9UBV8,homo sapiens,PEF1,1
Q86TG7,homo sapiens,PEG10,1
Q9GZU2,homo sapiens,PEG3,1
Q96FA3,homo sapiens,PELI1,1
Q9HAT8,homo sapiens,PELI2,1
Q8N2H9,homo sapiens,PELI3,1
Q9BRX2,homo sapiens,PELO,1
Q8IZL8,homo sapiens,PELP1,1
Q9UBM1,homo sapiens,PEMT,1
Q9NZ42,homo sapiens,PEN2,1
P01210,homo sapiens,PENK,1
Q96RR1,homo sapiens,PEO1,1
P0DJD8,homo sapiens,PEPA3,1
P0DJD7,homo sapiens,PEPA4,1
P0DJD9,homo sapiens,PEPA5,1
P20142,homo sapiens,PEPC,1
P12955,homo sapiens,PEPD,1
Q8NDH3,homo sapiens,PEPL1,1
O60437,homo sapiens,PEPL,1
O15534,homo sapiens,PER1,1
O15055,homo sapiens,PER2,1
P56645,homo sapiens,PER3,1
A0A1W2PR82,homo sapiens,PERC1,1
P11678,homo sapiens,PERE,1
P14222,homo sapiens,PERF,1
P41219,homo sapiens,PERI,1
P22079,homo sapiens,PERL,1
Q5SV97,homo sapiens,PERM1,1
P05164,homo sapiens,PERM,1
Q96FX8,homo sapiens,PERP,1
P07202,homo sapiens,PERT,1
O00541,homo sapiens,PESC,1
O60683,homo sapiens,PEX10,1
O00623,homo sapiens,PEX12,1
Q92968,homo sapiens,PEX13,1
O75381,homo sapiens,PEX14,1
Q9Y5Y5,homo sapiens,PEX16,1
P40855,homo sapiens,PEX19,1
O43933,homo sapiens,PEX1,1
Q7Z412,homo sapiens,PEX26,1
P28328,homo sapiens,PEX2,1
Q5I0X4,homo sapiens,PEX39,1
P56589,homo sapiens,PEX3,1
Q8IYB4,homo sapiens,PEX5R,1
P50542,homo sapiens,PEX5,1
Q13608,homo sapiens,PEX6,1
O00628,homo sapiens,PEX7,1
Q96BD5,homo sapiens,PF21A,1
Q96EK2,homo sapiens,PF21B,1
P43088,homo sapiens,PF2R,1
P10720,homo sapiens,PF4V,1
O60925,homo sapiens,PFD1,1
Q9UHV9,homo sapiens,PFD2,1
P61758,homo sapiens,PFD3,1
Q9NQP4,homo sapiens,PFD4,1
Q99471,homo sapiens,PFD5,1
O15212,homo sapiens,PFD6,1
P17858,homo sapiens,PFKAL,1
P08237,homo sapiens,PFKAM,1
Q01813,homo sapiens,PFKAP,1
Q9BZM1,homo sapiens,PG12A,1
Q9BX93,homo sapiens,PG12B,1
Q9H720,homo sapiens,PG2IP,1
P18669,homo sapiens,PGAM1,1
P15259,homo sapiens,PGAM2,1
Q8N0Y7,homo sapiens,PGAM4,1
Q96HS1,homo sapiens,PGAM5,1
Q75T13,homo sapiens,PGAP1,1
Q9UHJ9,homo sapiens,PGAP2,1
Q96FM1,homo sapiens,PGAP3,1
Q9BRR3,homo sapiens,PGAP4,1
Q9HCN3,homo sapiens,PGAP6,1
Q96JS3,homo sapiens,PGBD1,1
Q6P3X8,homo sapiens,PGBD2,1
Q8N328,homo sapiens,PGBD3,1
Q96DM1,homo sapiens,PGBD4,1
Q8N414,homo sapiens,PGBD5,1
P98160,homo sapiens,PGBM,1
P16112,homo sapiens,PGCA,1
Q96GW7,homo sapiens,PGCB,1
P15428,homo sapiens,PGDH,1
Q9H7Z7,homo sapiens,PGES2,1
P16234,homo sapiens,PGFRA,1
P09619,homo sapiens,PGFRB,1
Q15198,homo sapiens,PGFRL,1
Q32M88,homo sapiens,PGGHG,1
P23219,homo sapiens,PGH1,1
P35354,homo sapiens,PGH2,1
P00558,homo sapiens,PGK1,1
P07205,homo sapiens,PGK2,1
Q8NBL1,homo sapiens,PGLT1,1
P36871,homo sapiens,PGM1,1
Q6PCE3,homo sapiens,PGM2L,1
Q96G03,homo sapiens,PGM2,1
Q15124,homo sapiens,PGM5,1
A6NFU8,homo sapiens,PGPIL,1
